

lambda(nm), Y
405.405, 0.735314
404.858, 0.737116
404.313, 0.738901
403.769, 0.740675
403.226, 0.742444
402.685, 0.744209
402.145, 0.745963
401.606, 0.747694
401.07, 0.74939
400.534, 0.751043
400, 0.752649
399.467, 0.754216
398.936, 0.755754
398.406, 0.757272
397.878, 0.758775
397.351, 0.760262
396.825, 0.761725
396.301, 0.763154
395.778, 0.764541
395.257, 0.765885
394.737, 0.767191
394.218, 0.768473
393.701, 0.769743
393.185, 0.771012
392.67, 0.772281
392.157, 0.773547
391.645, 0.774803
391.134, 0.77604
390.625, 0.777256
390.117, 0.778458
389.61, 0.779656
389.105, 0.780863
388.601, 0.782091
388.098, 0.783342
387.597, 0.784611
387.097, 0.785888
386.598, 0.787162
386.1, 0.788425
385.604, 0.789675
385.109, 0.79092
384.615, 0.792168
384.123, 0.793428
383.632, 0.794703
383.142, 0.795987
382.653, 0.797271
382.166, 0.798541
381.679, 0.799786
381.194, 0.801003
380.711, 0.802197
380.228, 0.803377
379.747, 0.804555
379.267, 0.805736
378.788, 0.806919
378.31, 0.808096
377.834, 0.809253
377.358, 0.810382
376.884, 0.811476
376.412, 0.81254
375.94, 0.813584
375.469, 0.814619
375, 0.815654
374.532, 0.816692
374.065, 0.817725
373.599, 0.818743
373.134, 0.819733
372.671, 0.82069
372.208, 0.821613
371.747, 0.822513
371.287, 0.823402
370.828, 0.824289
370.37, 0.82518
369.914, 0.826071
369.458, 0.82695
369.004, 0.827805
368.55, 0.828627
368.098, 0.829415
367.647, 0.830175
367.197, 0.83092
366.748, 0.831661
366.3, 0.832405
365.854, 0.83315
365.408, 0.833887
364.964, 0.834603
364.52, 0.835286
364.078, 0.835932
363.636, 0.836545
363.196, 0.837137
362.757, 0.837719
362.319, 0.838301
361.882, 0.838883
361.446, 0.839458
361.011, 0.840012
360.577, 0.840531
360.144, 0.841009
359.712, 0.841445
359.281, 0.841851
358.852, 0.842238
358.423, 0.842617
357.995, 0.842991
357.569, 0.843354
357.143, 0.843693
356.718, 0.843992
356.295, 0.844241
355.872, 0.844437
355.45, 0.844587
355.03, 0.844703
354.61, 0.844797
354.191, 0.844875
353.774, 0.844931
353.357, 0.844953
352.941, 0.844925
352.526, 0.844831
352.113, 0.844666
351.7, 0.844433
351.288, 0.844142
350.877, 0.843806
350.467, 0.843431
350.058, 0.843016
349.65, 0.842549
349.243, 0.842011
348.837, 0.841386
348.432, 0.840662
348.028, 0.839841
347.625, 0.838929
347.222, 0.837941
346.821, 0.836887
346.42, 0.835767
346.021, 0.834572
345.622, 0.833288
345.224, 0.831895
344.828, 0.830384
344.432, 0.828753
344.037, 0.827012
343.643, 0.825181
343.249, 0.823277
342.857, 0.821314
342.466, 0.819294
342.075, 0.817215
341.686, 0.81507
341.297, 0.812858
340.909, 0.810593
340.522, 0.808299
340.136, 0.806013
339.751, 0.803776
339.367, 0.801624
338.983, 0.799584
338.6, 0.797672
338.219, 0.795897
337.838, 0.794269
337.458, 0.792804
337.079, 0.791528
336.7, 0.790473
336.323, 0.789673
335.946, 0.789151
335.57, 0.788914
335.196, 0.788955
334.821, 0.789248
334.448, 0.789765
334.076, 0.790479
333.704, 0.79137
333.333, 0.792433
332.963, 0.793663
332.594, 0.795056
332.226, 0.796596
331.858, 0.798255
331.492, 0.799995
331.126, 0.801772
330.761, 0.803551
330.396, 0.805311
330.033, 0.807045
329.67, 0.80876
329.308, 0.810466
328.947, 0.812165
328.587, 0.81385
328.228, 0.815498
327.869, 0.81708
327.511, 0.81857
327.154, 0.819956
326.797, 0.821241
326.442, 0.822443
326.087, 0.823584
325.733, 0.824683
325.38, 0.825744
325.027, 0.826754
324.675, 0.827689
324.324, 0.828523
323.974, 0.829242
323.625, 0.829846
323.276, 0.830352
322.928, 0.830789
322.581, 0.83118
322.234, 0.831538
321.888, 0.831854
321.543, 0.832108
321.199, 0.832267
320.856, 0.832311
320.513, 0.832234
320.171, 0.832049
319.829, 0.831785
319.489, 0.831471
319.149, 0.831128
318.81, 0.830753
318.471, 0.830325
318.134, 0.829811
317.797, 0.829181
317.46, 0.828419
317.125, 0.827534
316.79, 0.826553
316.456, 0.825511
316.122, 0.824435
315.789, 0.823331
315.457, 0.822181
315.126, 0.82095
314.795, 0.8196
314.465, 0.818104
314.136, 0.816462
313.808, 0.814698
313.48, 0.812851
313.152, 0.810958
312.826, 0.809036
312.5, 0.807073
312.175, 0.805032
311.85, 0.802868
311.526, 0.800543
311.203, 0.798045
310.881, 0.795393
310.559, 0.792629
310.238, 0.789801
309.917, 0.786939
309.598, 0.784043
309.278, 0.781079
308.96, 0.777993
308.642, 0.774736
308.325, 0.771282
308.008, 0.767641
307.692, 0.763859
307.377, 0.759995
307.062, 0.756099
306.748, 0.752186
306.435, 0.748231
306.122, 0.744177
305.81, 0.739959
305.499, 0.735534
305.188, 0.730903
304.878, 0.726111
304.569, 0.721233
304.26, 0.716346
303.951, 0.71149
303.644, 0.706657
303.337, 0.701788
303.03, 0.696804
302.725, 0.691638
302.419, 0.686272
302.115, 0.680752
301.811, 0.675174
301.508, 0.669649
301.205, 0.664261
300.903, 0.659027
300.601, 0.653896
300.3, 0.648762
300, 0.643521



