

lambda(nm), Y
455.927, 0.308473
455.235, 0.313576
454.545, 0.318674
453.858, 0.323766
453.172, 0.32885
452.489, 0.333923
451.807, 0.338979
451.128, 0.344012
450.45, 0.349017
449.775, 0.35399
449.102, 0.358926
448.43, 0.363827
447.761, 0.368694
447.094, 0.373529
446.429, 0.378337
445.765, 0.383123
445.104, 0.387891
444.444, 0.392642
443.787, 0.397376
443.131, 0.402093
442.478, 0.406788
441.826, 0.411456
441.176, 0.416092
440.529, 0.420689
439.883, 0.425245
439.239, 0.429758
438.596, 0.434226
437.956, 0.438654
437.318, 0.443044
436.681, 0.447402
436.047, 0.451733
435.414, 0.456041
434.783, 0.460328
434.153, 0.464594
433.526, 0.468838
432.9, 0.473055
432.277, 0.477241
431.655, 0.48139
431.034, 0.485497
430.416, 0.489558
429.799, 0.493571
429.185, 0.497539
428.571, 0.501462
427.96, 0.505346
427.35, 0.509197
426.743, 0.513018
426.136, 0.516814
425.532, 0.520588
424.929, 0.52434
424.328, 0.528066
423.729, 0.531764
423.131, 0.535428
422.535, 0.539052
421.941, 0.542631
421.348, 0.546161
420.757, 0.549642
420.168, 0.553074
419.58, 0.55646
418.994, 0.559803
418.41, 0.56311
417.827, 0.566386
417.246, 0.569633
416.667, 0.572853
416.089, 0.576047
415.512, 0.579211
414.938, 0.58234
414.365, 0.585428
413.793, 0.588469
413.223, 0.591457
412.655, 0.594389
412.088, 0.597261
411.523, 0.600075
410.959, 0.602833
410.397, 0.605537
409.836, 0.608192
409.277, 0.610802
408.719, 0.613369
408.163, 0.615894
407.609, 0.618374
407.056, 0.620805
406.504, 0.62318
405.954, 0.625493
405.405, 0.627735
404.858, 0.629901
404.313, 0.631985
403.769, 0.633984
403.226, 0.6359
402.685, 0.637733
402.145, 0.639489
401.606, 0.641172
401.07, 0.642788
400.534, 0.644341
400, 0.645837
399.467, 0.647277
398.936, 0.648663
398.406, 0.649997
397.878, 0.65128
397.351, 0.652517
396.825, 0.653712
396.301, 0.654875
395.778, 0.656016
395.257, 0.657152
394.737, 0.658299
394.218, 0.659476
393.701, 0.660703
393.185, 0.661997
392.67, 0.663372
392.157, 0.664839
391.645, 0.666406
391.134, 0.668073
390.625, 0.66984
390.117, 0.671699
389.61, 0.673644
389.105, 0.675666
388.601, 0.677755
388.098, 0.679904
387.597, 0.682105
387.097, 0.684353
386.598, 0.686644
386.1, 0.688974
385.604, 0.691338
385.109, 0.693732
384.615, 0.69615
384.123, 0.698584
383.632, 0.701024
383.142, 0.703461
382.653, 0.705883
382.166, 0.708281
381.679, 0.710647
381.194, 0.712975
380.711, 0.715262
380.228, 0.717506
379.747, 0.719711
379.267, 0.72188
378.788, 0.724017
378.31, 0.726126
377.834, 0.72821
377.358, 0.73027
376.884, 0.732306
376.412, 0.734313
375.94, 0.736288
375.469, 0.738225
375, 0.740118
374.532, 0.741963
374.065, 0.743757
373.599, 0.745501
373.134, 0.747194
372.671, 0.748843
372.208, 0.750451
371.747, 0.752024
371.287, 0.753567
370.828, 0.755083
370.37, 0.756574
369.914, 0.758039
369.458, 0.759475
369.004, 0.760876
368.55, 0.762236
368.098, 0.76355
367.647, 0.764813
367.197, 0.76602
366.748, 0.767171
366.3, 0.768266
365.854, 0.769309
365.408, 0.770304
364.964, 0.771254
364.52, 0.772164
364.078, 0.773035
363.636, 0.773869
363.196, 0.774661
362.757, 0.775407
362.319, 0.776101
361.882, 0.776735
361.446, 0.777301
361.011, 0.777791
360.577, 0.778201
360.144, 0.778527
359.712, 0.778767
359.281, 0.778923
358.852, 0.778997
358.423, 0.778989
357.995, 0.778902
357.569, 0.778736
357.143, 0.778487
356.718, 0.778152
356.295, 0.777723
355.872, 0.777192
355.45, 0.77655
355.03, 0.775786
354.61, 0.774894
354.191, 0.773866
353.774, 0.772701
353.357, 0.771398
352.941, 0.769959
352.526, 0.76839
352.113, 0.766696
351.7, 0.764885
351.288, 0.762964
350.877, 0.76094
350.467, 0.75882
350.058, 0.75661
349.65, 0.754315
349.243, 0.751944
348.837, 0.749506
348.432, 0.747011
348.028, 0.744477
347.625, 0.741919
347.222, 0.73936
346.821, 0.736823
346.42, 0.734333
346.021, 0.731912
345.622, 0.729585
345.224, 0.727371
344.828, 0.725286
344.432, 0.723344
344.037, 0.721553
343.643, 0.719919
343.249, 0.718446
342.857, 0.717136
342.466, 0.715992
342.075, 0.715019
341.686, 0.714222
341.297, 0.713608
340.909, 0.713186
340.522, 0.712966
340.136, 0.712958
339.751, 0.713169
339.367, 0.713605
338.983, 0.714267
338.6, 0.715152
338.219, 0.716255
337.838, 0.717565
337.458, 0.719068
337.079, 0.72075
336.7, 0.722595
336.323, 0.724586
335.946, 0.72671
335.57, 0.728954
335.196, 0.731305
334.821, 0.733752
334.448, 0.736286
334.076, 0.738896
333.704, 0.741569
333.333, 0.744291
332.963, 0.747047
332.594, 0.74982
332.226, 0.75259
331.858, 0.755339
331.492, 0.758049
331.126, 0.760705
330.761, 0.763293
330.396, 0.765804
330.033, 0.768233
329.67, 0.770578
329.308, 0.77284
328.947, 0.775019
328.587, 0.77712
328.228, 0.779144
327.869, 0.781093
327.511, 0.782964
327.154, 0.784754
326.797, 0.786458
326.442, 0.78807
326.087, 0.789584
325.733, 0.790995
325.38, 0.7923
325.027, 0.793499
324.675, 0.794593
324.324, 0.795588
323.974, 0.796489
323.625, 0.797306
323.276, 0.798043
322.928, 0.798708
322.581, 0.799303
322.234, 0.799829
321.888, 0.800285
321.543, 0.800665
321.199, 0.800965
320.856, 0.801178
320.513, 0.801299
320.171, 0.801323
319.829, 0.801249
319.489, 0.801079
319.149, 0.800816
318.81, 0.800465
318.471, 0.800035
318.134, 0.799529
317.797, 0.798954
317.46, 0.798312
317.125, 0.797603
316.79, 0.796824
316.456, 0.79597
316.122, 0.795033
315.789, 0.794006
315.457, 0.792882
315.126, 0.791656
314.795, 0.790324
314.465, 0.788888
314.136, 0.787348
313.808, 0.78571
313.48, 0.783981
313.152, 0.782164
312.826, 0.780265
312.5, 0.778287
312.175, 0.77623
311.85, 0.774089
311.526, 0.771859
311.203, 0.769534
310.881, 0.767104
310.559, 0.764563
310.238, 0.761904
309.917, 0.759124
309.598, 0.756222
309.278, 0.753202
308.96, 0.750068
308.642, 0.746826
308.325, 0.743483
308.008, 0.740044
307.692, 0.736513
307.377, 0.732892
307.062, 0.729178
306.748, 0.725368
306.435, 0.721455
306.122, 0.717433
305.81, 0.713296
305.499, 0.709039
305.188, 0.704661
304.878, 0.700164
304.569, 0.695551
304.26, 0.690831
303.951, 0.686013
303.644, 0.681105
303.337, 0.676119
303.03, 0.671061
302.725, 0.665937
302.419, 0.660749
302.115, 0.655498
301.811, 0.650183
301.508, 0.644802
301.205, 0.639353
300.903, 0.633836
300.601, 0.628254
300.3, 0.622614
300, 0.616925



