

lambda(nm), Y
575.816, 0.397479
574.713, 0.391006
573.614, 0.386093
572.519, 0.382832
571.429, 0.381289
570.342, 0.381505
569.26, 0.383485
568.182, 0.387208
567.108, 0.392621
566.038, 0.399642
564.972, 0.408163
563.91, 0.418052
562.852, 0.429158
561.798, 0.441314
560.748, 0.454342
559.701, 0.468059
558.659, 0.482279
557.621, 0.49682
556.586, 0.511509
555.556, 0.526182
554.529, 0.540689
553.506, 0.5549
552.486, 0.5687
551.471, 0.581994
550.459, 0.594709
549.451, 0.606788
548.446, 0.618194
547.445, 0.628906
546.448, 0.638917
545.455, 0.648235
544.465, 0.656874
543.478, 0.664859
542.495, 0.672217
541.516, 0.67898
540.541, 0.685181
539.568, 0.69085
538.6, 0.696018
537.634, 0.700709
536.673, 0.704948
535.714, 0.708753
534.759, 0.71214
533.808, 0.71512
532.86, 0.717702
531.915, 0.719895
530.973, 0.721702
530.035, 0.723131
529.101, 0.724185
528.169, 0.724871
527.241, 0.725196
526.316, 0.725169
525.394, 0.724799
524.476, 0.724097
523.56, 0.723078
522.648, 0.721754
521.739, 0.72014
520.833, 0.718251
519.931, 0.716099
519.031, 0.713697
518.135, 0.711057
517.241, 0.708189
516.351, 0.705098
515.464, 0.70179
514.58, 0.698268
513.699, 0.694532
512.821, 0.69058
511.945, 0.686409
511.073, 0.682014
510.204, 0.677391
509.338, 0.672534
508.475, 0.667438
507.614, 0.662098
506.757, 0.656511
505.902, 0.650673
505.051, 0.644585
504.202, 0.638245
503.356, 0.631656
502.513, 0.624821
501.672, 0.617744
500.835, 0.610429
500, 0.602882
499.168, 0.595108
498.339, 0.587113
497.512, 0.578901
496.689, 0.570476
495.868, 0.561843
495.05, 0.553004
494.234, 0.543962
493.421, 0.534717
492.611, 0.525272
491.803, 0.515627
490.998, 0.505783
490.196, 0.495744
489.396, 0.485511
488.599, 0.475089
487.805, 0.464484
487.013, 0.453703
486.224, 0.442756
485.437, 0.431655
484.653, 0.420414
483.871, 0.409049
483.092, 0.397578
482.315, 0.386021
481.541, 0.3744
480.769, 0.362739
480, 0.351061
479.233, 0.339392
478.469, 0.327758
477.707, 0.316186
476.948, 0.304703
476.19, 0.293336
475.436, 0.282113
474.684, 0.271062
473.934, 0.260211
473.186, 0.249588
472.441, 0.239222
471.698, 0.229141
470.958, 0.219374
470.219, 0.209952
469.484, 0.200902
468.75, 0.192254
468.019, 0.184038
467.29, 0.176282
466.563, 0.169015
465.839, 0.162262
465.116, 0.156049
464.396, 0.1504
463.679, 0.145336
462.963, 0.140875
462.25, 0.137033
461.538, 0.133822
460.829, 0.131252
460.123, 0.129328
459.418, 0.128052
458.716, 0.127422
458.015, 0.127435
457.317, 0.128081
456.621, 0.12935
455.927, 0.131227
455.235, 0.133698
454.545, 0.136743
453.858, 0.140344
453.172, 0.144478
452.489, 0.149125
451.807, 0.15426
451.128, 0.15986
450.45, 0.1659
449.775, 0.172357
449.102, 0.179205
448.43, 0.186419
447.761, 0.193973
447.094, 0.201842
446.429, 0.210001
445.765, 0.218422
445.104, 0.227081
444.444, 0.235951
443.787, 0.245007
443.131, 0.254223
442.478, 0.263573
441.826, 0.273034
441.176, 0.282583
440.529, 0.292196
439.883, 0.301854
439.239, 0.311535
438.596, 0.321223
437.956, 0.330901
437.318, 0.340554
436.681, 0.35017
436.047, 0.359738
435.414, 0.369247
434.783, 0.378689
434.153, 0.388058
433.526, 0.397346
432.9, 0.406549
432.277, 0.415661
431.655, 0.424678
431.034, 0.433595
430.416, 0.442407
429.799, 0.45111
429.185, 0.459699
428.571, 0.46817
427.96, 0.476518
427.35, 0.484737
426.743, 0.492824
426.136, 0.500775
425.532, 0.508586
424.929, 0.516255
424.328, 0.52378
423.729, 0.53116
423.131, 0.538395
422.535, 0.545486
421.941, 0.552436
421.348, 0.559247
420.757, 0.565923
420.168, 0.572466
419.58, 0.578883
418.994, 0.585176
418.41, 0.59135
417.827, 0.597408
417.246, 0.603354
416.667, 0.609189
416.089, 0.614916
415.512, 0.620536
414.938, 0.626049
414.365, 0.631454
413.793, 0.636751
413.223, 0.64194
412.655, 0.647018
412.088, 0.651986
411.523, 0.656842
410.959, 0.661587
410.397, 0.66622
409.836, 0.670744
409.277, 0.675161
408.719, 0.679472
408.163, 0.683683
407.609, 0.687796
407.056, 0.691816
406.504, 0.695748
405.954, 0.699596
405.405, 0.703365
404.858, 0.707059
404.313, 0.710682
403.769, 0.714235
403.226, 0.71772
402.685, 0.721139
402.145, 0.724492
401.606, 0.727778
401.07, 0.730995
400.534, 0.734143
400, 0.737218
399.467, 0.74022
398.936, 0.743146
398.406, 0.745995
397.878, 0.748766
397.351, 0.75146
396.825, 0.754077
396.301, 0.756619
395.778, 0.759089
395.257, 0.761489
394.737, 0.763825
394.218, 0.7661
393.701, 0.768318
393.185, 0.770485
392.67, 0.772605
392.157, 0.774681
391.645, 0.776717
391.134, 0.778716
390.625, 0.780677
390.117, 0.782603
389.61, 0.784493
389.105, 0.786345
388.601, 0.788158
388.098, 0.789929
387.597, 0.791656
387.097, 0.793334
386.598, 0.794962
386.1, 0.796536
385.604, 0.798055
385.109, 0.799517
384.615, 0.800921
384.123, 0.802266
383.632, 0.803553
383.142, 0.804784
382.653, 0.805959
382.166, 0.80708
381.679, 0.80815
381.194, 0.809169
380.711, 0.810139
380.228, 0.811062
379.747, 0.811936
379.267, 0.812761
378.788, 0.813535
378.31, 0.814257
377.834, 0.814921
377.358, 0.815525
376.884, 0.816062
376.412, 0.816528
375.94, 0.816916
375.469, 0.81722
375, 0.817435
374.532, 0.817556
374.065, 0.817577
373.599, 0.817494
373.134, 0.817303
372.671, 0.817003
372.208, 0.816589
371.747, 0.816061
371.287, 0.815418
370.828, 0.814658
370.37, 0.813781
369.914, 0.812784
369.458, 0.811667
369.004, 0.810426
368.55, 0.809058
368.098, 0.807559
367.647, 0.805924
367.197, 0.804144
366.748, 0.802214
366.3, 0.800124
365.854, 0.797866
365.408, 0.795431
364.964, 0.79281
364.52, 0.789996
364.078, 0.78698
363.636, 0.78376
363.196, 0.780333
362.757, 0.776699
362.319, 0.772862
361.882, 0.768831
361.446, 0.764616
361.011, 0.760236
360.577, 0.75571
360.144, 0.751063
359.712, 0.746327
359.281, 0.741535
358.852, 0.736725
358.423, 0.731938
357.995, 0.727219
357.569, 0.722612
357.143, 0.718166
356.718, 0.713928
356.295, 0.709945
355.872, 0.706262
355.45, 0.702922
355.03, 0.699965
354.61, 0.697428
354.191, 0.69534
353.774, 0.693727
353.357, 0.692608
352.941, 0.691996
352.526, 0.691895
352.113, 0.692306
351.7, 0.693219
351.288, 0.694621
350.877, 0.696489
350.467, 0.698797
350.058, 0.701514
349.65, 0.704603
349.243, 0.708025
348.837, 0.711737
348.432, 0.715697
348.028, 0.71986
347.625, 0.724183
347.222, 0.728625
346.821, 0.733145
346.42, 0.737708
346.021, 0.74228
345.622, 0.746833
345.224, 0.751341
344.828, 0.755785
344.432, 0.760148
344.037, 0.764419
343.643, 0.76859
343.249, 0.772656
342.857, 0.776615
342.466, 0.780467
342.075, 0.784216
341.686, 0.787864
341.297, 0.791414
340.909, 0.794871
340.522, 0.798238
340.136, 0.801517
339.751, 0.804709
339.367, 0.807816
338.983, 0.810837
338.6, 0.81377
338.219, 0.816612
337.838, 0.819362
337.458, 0.822017
337.079, 0.824573
336.7, 0.827028
336.323, 0.829381
335.946, 0.831631
335.57, 0.83378
335.196, 0.835828
334.821, 0.837779
334.448, 0.839637
334.076, 0.841408
333.704, 0.843097
333.333, 0.844713
332.963, 0.84626
332.594, 0.847747
332.226, 0.84918
331.858, 0.850564
331.492, 0.851904
331.126, 0.853203
330.761, 0.854465
330.396, 0.855689
330.033, 0.856877
329.67, 0.858025
329.308, 0.859133
328.947, 0.860198
328.587, 0.861215
328.228, 0.862183
327.869, 0.863097
327.511, 0.863955
327.154, 0.864756
326.797, 0.865498
326.442, 0.866182
326.087, 0.866808
325.733, 0.867378
325.38, 0.867896
325.027, 0.868365
324.675, 0.868788
324.324, 0.86917
323.974, 0.869515
323.625, 0.869826
323.276, 0.870107
322.928, 0.870359
322.581, 0.870584
322.234, 0.870782
321.888, 0.870951
321.543, 0.87109
321.199, 0.871196
320.856, 0.871266
320.513, 0.871296
320.171, 0.871282
319.829, 0.87122
319.489, 0.871107
319.149, 0.87094
318.81, 0.870717
318.471, 0.870438
318.134, 0.870102
317.797, 0.869711
317.46, 0.869267
317.125, 0.868772
316.79, 0.868231
316.456, 0.867647
316.122, 0.867023
315.789, 0.866363
315.457, 0.86567
315.126, 0.864945
314.795, 0.86419
314.465, 0.863405
314.136, 0.862588
313.808, 0.861737
313.48, 0.860848
313.152, 0.859916
312.826, 0.858937
312.5, 0.857906
312.175, 0.856816
311.85, 0.855662
311.526, 0.854441
311.203, 0.853148
310.881, 0.85178
310.559, 0.850336
310.238, 0.848816
309.917, 0.84722
309.598, 0.84555
309.278, 0.84381
308.96, 0.842003
308.642, 0.840133
308.325, 0.838204
308.008, 0.836222
307.692, 0.834188
307.377, 0.832106
307.062, 0.829978
306.748, 0.827805
306.435, 0.825586
306.122, 0.82332
305.81, 0.821005
305.499, 0.818638
305.188, 0.816214
304.878, 0.81373
304.569, 0.811183
304.26, 0.808568
303.951, 0.805884
303.644, 0.803129
303.337, 0.800302
303.03, 0.797404
302.725, 0.794437
302.419, 0.791407
302.115, 0.788316
301.811, 0.785172
301.508, 0.781982
301.205, 0.778753
300.903, 0.775492
300.601, 0.772208
300.3, 0.768907
300, 0.765596



