

lambda(nm), Y
537.634, 0.175751
536.673, 0.168865
535.714, 0.162083
534.759, 0.155402
533.808, 0.148821
532.86, 0.142344
531.915, 0.13598
530.973, 0.129741
530.035, 0.123641
529.101, 0.117695
528.169, 0.111918
527.241, 0.106325
526.316, 0.100924
525.394, 0.0957217
524.476, 0.0907218
523.56, 0.0859233
522.648, 0.0813239
521.739, 0.07692
520.833, 0.0727087
519.931, 0.0686886
519.031, 0.0648606
518.135, 0.0612282
517.241, 0.0577977
516.351, 0.0545769
515.464, 0.051575
514.58, 0.0488007
513.699, 0.0462618
512.821, 0.0439635
511.945, 0.0419088
511.073, 0.0400975
510.204, 0.038527
509.338, 0.0371929
508.475, 0.0360896
507.614, 0.0352119
506.757, 0.034555
505.902, 0.0341163
505.051, 0.0338947
504.202, 0.0338911
503.356, 0.0341079
502.513, 0.0345481
501.672, 0.0352147
500.835, 0.0361095
500, 0.0372324
499.168, 0.0385812
498.339, 0.0401511
497.512, 0.0419352
496.689, 0.0439251
495.868, 0.0461116
495.05, 0.0484856
494.234, 0.0510392
493.421, 0.0537662
492.611, 0.0566623
491.803, 0.0597254
490.998, 0.0629549
490.196, 0.0663512
489.396, 0.0699148
488.599, 0.0736454
487.805, 0.0775409
487.013, 0.0815969
486.224, 0.0858069
485.437, 0.0901618
484.653, 0.094651
483.871, 0.099263
483.092, 0.103987
482.315, 0.108811
481.541, 0.113729
480.769, 0.118734
480, 0.123824
479.233, 0.128996
478.469, 0.134252
477.707, 0.139594
476.948, 0.145023
476.19, 0.150539
475.436, 0.15614
474.684, 0.161821
473.934, 0.167574
473.186, 0.173391
472.441, 0.17926
471.698, 0.185168
470.958, 0.191107
470.219, 0.197065
469.484, 0.203036
468.75, 0.209016
468.019, 0.215006
467.29, 0.221006
466.563, 0.22702
465.839, 0.233052
465.116, 0.239107
464.396, 0.245187
463.679, 0.25129
462.963, 0.257415
462.25, 0.263555
461.538, 0.2697
460.829, 0.275842
460.123, 0.281968
459.418, 0.28807
458.716, 0.294139
458.015, 0.30017
457.317, 0.306161
456.621, 0.312113
455.927, 0.318032
455.235, 0.323922
454.545, 0.329792
453.858, 0.335647
453.172, 0.341492
452.489, 0.347327
451.807, 0.353153
451.128, 0.358964
450.45, 0.364752
449.775, 0.370508
449.102, 0.376222
448.43, 0.381885
447.761, 0.387489
447.094, 0.393031
446.429, 0.39851
445.765, 0.403929
445.104, 0.409293
444.444, 0.41461
443.787, 0.419888
443.131, 0.425136
442.478, 0.43036
441.826, 0.435563
441.176, 0.440743
440.529, 0.445899
439.883, 0.451023
439.239, 0.456106
438.596, 0.461138
437.956, 0.466112
437.318, 0.471019
436.681, 0.475856
436.047, 0.480623
435.414, 0.485322
434.783, 0.489961
434.153, 0.494546
433.526, 0.499089
432.9, 0.503597
432.277, 0.508078
431.655, 0.512536
431.034, 0.516971
430.416, 0.521381
429.799, 0.525759
429.185, 0.530097
428.571, 0.534386
427.96, 0.538616
427.35, 0.542781
426.743, 0.546876
426.136, 0.5509
425.532, 0.554857
424.929, 0.558752
424.328, 0.562595
423.729, 0.566394
423.131, 0.570159
422.535, 0.573898
421.941, 0.577615
421.348, 0.581312
420.757, 0.584985
420.168, 0.58863
419.58, 0.592237
418.994, 0.595798
418.41, 0.599302
417.827, 0.602743
417.246, 0.606114
416.667, 0.609415
416.089, 0.612648
415.512, 0.615818
414.938, 0.618932
414.365, 0.622001
413.793, 0.625033
413.223, 0.628035
412.655, 0.631013
412.088, 0.633967
411.523, 0.636895
410.959, 0.639791
410.397, 0.642645
409.836, 0.645448
409.277, 0.648189
408.719, 0.650859
408.163, 0.653452
407.609, 0.655963
407.056, 0.658394
406.504, 0.660748
405.954, 0.663033
405.405, 0.665255
404.858, 0.667423
404.313, 0.669544
403.769, 0.671622
403.226, 0.673659
402.685, 0.675652
402.145, 0.677595
401.606, 0.679481
401.07, 0.681298
400.534, 0.683039
400, 0.684696
399.467, 0.686263
398.936, 0.687741
398.406, 0.689135
397.878, 0.690453
397.351, 0.691708
396.825, 0.692917
396.301, 0.694096
395.778, 0.695265
395.257, 0.696438
394.737, 0.697631
394.218, 0.698854
393.701, 0.700114
393.185, 0.701415
392.67, 0.702759
392.157, 0.704146
391.645, 0.705576
391.134, 0.707049
390.625, 0.708567
390.117, 0.710132
389.61, 0.711749
389.105, 0.713425
388.601, 0.715163
388.098, 0.716971
387.597, 0.718849
387.097, 0.720797
386.598, 0.722812
386.1, 0.724884
385.604, 0.727001
385.109, 0.729149
384.615, 0.731311
384.123, 0.73347
383.632, 0.735611
383.142, 0.73772
382.653, 0.739789
382.166, 0.741812
381.679, 0.743788
381.194, 0.745721
380.711, 0.747617
380.228, 0.749481
379.747, 0.75132
379.267, 0.75314
378.788, 0.754944
378.31, 0.75673
377.834, 0.758494
377.358, 0.76023
376.884, 0.761927
376.412, 0.763575
375.94, 0.765165
375.469, 0.766688
375, 0.768139
374.532, 0.769517
374.065, 0.770824
373.599, 0.772065
373.134, 0.773247
372.671, 0.774378
372.208, 0.775469
371.747, 0.776524
371.287, 0.777548
370.828, 0.778542
370.37, 0.779501
369.914, 0.780419
369.458, 0.781286
369.004, 0.782092
368.55, 0.782824
368.098, 0.783473
367.647, 0.784031
367.197, 0.784494
366.748, 0.784861
366.3, 0.785134
365.854, 0.785319
365.408, 0.785421
364.964, 0.785446
364.52, 0.785399
364.078, 0.785282
363.636, 0.785093
363.196, 0.784827
362.757, 0.784474
362.319, 0.784022
361.882, 0.783457
361.446, 0.782764
361.011, 0.78193
360.577, 0.780942
360.144, 0.779793
359.712, 0.778478
359.281, 0.776995
358.852, 0.775347
358.423, 0.773538
357.995, 0.771572
357.569, 0.769456
357.143, 0.767191
356.718, 0.76478
356.295, 0.76222
355.872, 0.75951
355.45, 0.756643
355.03, 0.753617
354.61, 0.750427
354.191, 0.747074
353.774, 0.743565
353.357, 0.739911
352.941, 0.736131
352.526, 0.732253
352.113, 0.728308
351.7, 0.724336
351.288, 0.720378
350.877, 0.716481
350.467, 0.712688
350.058, 0.709042
349.65, 0.705584
349.243, 0.702347
348.837, 0.699363
348.432, 0.696657
348.028, 0.694248
347.625, 0.692153
347.222, 0.690385
346.821, 0.688954
346.42, 0.687869
346.021, 0.687134
345.622, 0.686756
345.224, 0.686735
344.828, 0.687071
344.432, 0.687759
344.037, 0.68879
343.643, 0.690151
343.249, 0.691823
342.857, 0.693783
342.466, 0.696005
342.075, 0.698459
341.686, 0.701116
341.297, 0.703945
340.909, 0.706918
340.522, 0.710009
340.136, 0.713197
339.751, 0.716464
339.367, 0.719796
338.983, 0.723183
338.6, 0.726615
338.219, 0.730085
337.838, 0.733585
337.458, 0.737104
337.079, 0.740631
336.7, 0.744152
336.323, 0.747651
335.946, 0.75111
335.57, 0.75451
335.196, 0.757836
334.821, 0.761073
334.448, 0.764209
334.076, 0.767238
333.704, 0.770158
333.333, 0.77297
332.963, 0.775679
332.594, 0.778293
332.226, 0.780821
331.858, 0.783271
331.492, 0.785648
331.126, 0.787956
330.761, 0.790194
330.396, 0.792358
330.033, 0.794444
329.67, 0.796441
329.308, 0.798343
328.947, 0.80014
328.587, 0.801829
328.228, 0.803406
327.869, 0.804873
327.511, 0.806236
327.154, 0.807502
326.797, 0.808683
326.442, 0.809791
326.087, 0.810835
325.733, 0.811824
325.38, 0.812765
325.027, 0.813659
324.675, 0.814504
324.324, 0.815293
323.974, 0.81602
323.625, 0.816673
323.276, 0.817245
322.928, 0.817727
322.581, 0.818115
322.234, 0.818408
321.888, 0.818607
321.543, 0.818721
321.199, 0.818758
320.856, 0.818727
320.513, 0.81864
320.171, 0.818505
319.829, 0.818328
319.489, 0.818111
319.149, 0.817852
318.81, 0.817544
318.471, 0.817179
318.134, 0.816745
317.797, 0.816232
317.46, 0.81563
317.125, 0.81493
316.79, 0.814129
316.456, 0.813227
316.122, 0.812229
315.789, 0.811141
315.457, 0.809974
315.126, 0.808735
314.795, 0.807436
314.465, 0.806081
314.136, 0.804675
313.808, 0.803214
313.48, 0.801695
313.152, 0.800107
312.826, 0.79844
312.5, 0.796681
312.175, 0.794818
311.85, 0.792842
311.526, 0.790748
311.203, 0.788532
310.881, 0.786198
310.559, 0.783751
310.238, 0.7812
309.917, 0.778555
309.598, 0.775827
309.278, 0.773022
308.96, 0.770146
308.642, 0.7672
308.325, 0.764179
308.008, 0.761076
307.692, 0.757882
307.377, 0.754584
307.062, 0.751171
306.748, 0.747633
306.435, 0.743964
306.122, 0.740162
305.81, 0.736228
305.499, 0.732171
305.188, 0.727999
304.878, 0.723725
304.569, 0.719361
304.26, 0.714921
303.951, 0.710412
303.644, 0.70584
303.337, 0.701207
303.03, 0.696511
302.725, 0.691746
302.419, 0.686904
302.115, 0.681979
301.811, 0.676964
301.508, 0.671855
301.205, 0.666655
300.903, 0.66137
300.601, 0.656009
300.3, 0.650588
300, 0.645124



