

lambda(nm), Y
356.295, 0.611232
355.872, 0.610627
355.45, 0.610594
355.03, 0.611126
354.61, 0.612206
354.191, 0.613808
353.774, 0.615899
353.357, 0.61844
352.941, 0.621387
352.526, 0.624692
352.113, 0.628309
351.7, 0.632189
351.288, 0.636288
350.877, 0.640564
350.467, 0.644979
350.058, 0.649498
349.65, 0.654093
349.243, 0.658738
348.837, 0.663409
348.432, 0.668088
348.028, 0.672757
347.625, 0.6774
347.222, 0.682001
346.821, 0.686548
346.42, 0.691026
346.021, 0.695424
345.622, 0.699731
345.224, 0.703938
344.828, 0.70804
344.432, 0.712031
344.037, 0.715909
343.643, 0.719677
343.249, 0.723335
342.857, 0.726889
342.466, 0.730343
342.075, 0.733702
341.686, 0.736973
341.297, 0.740157
340.909, 0.743259
340.522, 0.746278
340.136, 0.749215
339.751, 0.752067
339.367, 0.754831
338.983, 0.757506
338.6, 0.760089
338.219, 0.762578
337.838, 0.764975
337.458, 0.76728
337.079, 0.769498
336.7, 0.771632
336.323, 0.773691
335.946, 0.775679
335.57, 0.777602
335.196, 0.779466
334.821, 0.781275
334.448, 0.78303
334.076, 0.784732
333.704, 0.786379
333.333, 0.787967
332.963, 0.789493
332.594, 0.790952
332.226, 0.792341
331.858, 0.793658
331.492, 0.794901
331.126, 0.796072
330.761, 0.797174
330.396, 0.798211
330.033, 0.799188
329.67, 0.800112
329.308, 0.80099
328.947, 0.801826
328.587, 0.802623
328.228, 0.803384
327.869, 0.804107
327.511, 0.804791
327.154, 0.805431
326.797, 0.806021
326.442, 0.806554
326.087, 0.807025
325.733, 0.807428
325.38, 0.807759
325.027, 0.808015
324.675, 0.808196
324.324, 0.808302
323.974, 0.808338
323.625, 0.808305
323.276, 0.808209
322.928, 0.808054
322.581, 0.807842
322.234, 0.807575
321.888, 0.807254
321.543, 0.806878
321.199, 0.806446
320.856, 0.805953
320.513, 0.805396
320.171, 0.804771
319.829, 0.804074
319.489, 0.803304
319.149, 0.802458
318.81, 0.801535
318.471, 0.800536
318.134, 0.799462
317.797, 0.798313
317.46, 0.797093
317.125, 0.7958
316.79, 0.794435
316.456, 0.792997
316.122, 0.791483
315.789, 0.789892
315.457, 0.788218
315.126, 0.786457
314.795, 0.784606
314.465, 0.782661
314.136, 0.780619
313.808, 0.778479
313.48, 0.77624
313.152, 0.773902
312.826, 0.771467
312.5, 0.768936
312.175, 0.766311
311.85, 0.763594
311.526, 0.760784
311.203, 0.757882
310.881, 0.754887
310.559, 0.751794
310.238, 0.748603
309.917, 0.745309
309.598, 0.74191
309.278, 0.738404
308.96, 0.73479
308.642, 0.731067
308.325, 0.727239
308.008, 0.723309
307.692, 0.719283
307.377, 0.715165
307.062, 0.710963
306.748, 0.706684
306.435, 0.702332
306.122, 0.697913
305.81, 0.69343
305.499, 0.688886
305.188, 0.684283
304.878, 0.679621
304.569, 0.674901
304.26, 0.670122
303.951, 0.665288
303.644, 0.6604
303.337, 0.655464
303.03, 0.650485
302.725, 0.64547
302.419, 0.64043
302.115, 0.635374
301.811, 0.630311
301.508, 0.625253
301.205, 0.620207
300.903, 0.615182
300.601, 0.610185
300.3, 0.605219
300, 0.60029



