

lambda(nm), Y
343.643, 0.53629
343.249, 0.538185
342.857, 0.539913
342.466, 0.541487
342.075, 0.542924
341.686, 0.544243
341.297, 0.545468
340.909, 0.546625
340.522, 0.54774
340.136, 0.548845
339.751, 0.549967
339.367, 0.551138
338.983, 0.552386
338.6, 0.553737
338.219, 0.555215
337.838, 0.556841
337.458, 0.558633
337.079, 0.560606
336.7, 0.562772
336.323, 0.565142
335.946, 0.567722
335.57, 0.570518
335.196, 0.573532
334.821, 0.576765
334.448, 0.580213
334.076, 0.583872
333.704, 0.58773
333.333, 0.591775
332.963, 0.595988
332.594, 0.600348
332.226, 0.604827
331.858, 0.609399
331.492, 0.614034
331.126, 0.618701
330.761, 0.623371
330.396, 0.628019
330.033, 0.632621
329.67, 0.637159
329.308, 0.641621
328.947, 0.645999
328.587, 0.650288
328.228, 0.65449
327.869, 0.658605
327.511, 0.662636
327.154, 0.666586
326.797, 0.670454
326.442, 0.674236
326.087, 0.677925
325.733, 0.681512
325.38, 0.684982
325.027, 0.68832
324.675, 0.691511
324.324, 0.694539
323.974, 0.697393
323.625, 0.700064
323.276, 0.702549
322.928, 0.704848
322.581, 0.706969
322.234, 0.708921
321.888, 0.710719
321.543, 0.712377
321.199, 0.713911
320.856, 0.715334
320.513, 0.716655
320.171, 0.717882
319.829, 0.719016
319.489, 0.720053
319.149, 0.720987
318.81, 0.721808
318.471, 0.722506
318.134, 0.723069
317.797, 0.723489
317.46, 0.72376
317.125, 0.72388
316.79, 0.723848
316.456, 0.723671
316.122, 0.723356
315.789, 0.722913
315.457, 0.722353
315.126, 0.721685
314.795, 0.720917
314.465, 0.720053
314.136, 0.719094
313.808, 0.718039
313.48, 0.71688
313.152, 0.71561
312.826, 0.714219
312.5, 0.712698
312.175, 0.711038
311.85, 0.709235
311.526, 0.707284
311.203, 0.705187
310.881, 0.702947
310.559, 0.700572
310.238, 0.69807
309.917, 0.69545
309.598, 0.692723
309.278, 0.689896
308.96, 0.686976
308.642, 0.683966
308.325, 0.680867
308.008, 0.677678
307.692, 0.674396
307.377, 0.671017
307.062, 0.667538
306.748, 0.663958
306.435, 0.660276
306.122, 0.656497
305.81, 0.652626
305.499, 0.648672
305.188, 0.644647
304.878, 0.640562
304.569, 0.63643
304.26, 0.632263
303.951, 0.628072
303.644, 0.623864
303.337, 0.619643
303.03, 0.615413
302.725, 0.611174
302.419, 0.606924
302.115, 0.602661
301.811, 0.598384
301.508, 0.594093
301.205, 0.589789
300.903, 0.585478
300.601, 0.581168
300.3, 0.576867
300, 0.572587



