

lambda(nm), Y
647.948, 0.795595
646.552, 0.793163
645.161, 0.791011
643.777, 0.789315
642.398, 0.788061
641.026, 0.787046
639.659, 0.785969
638.298, 0.784541
636.943, 0.7826
635.593, 0.780158
634.249, 0.777391
632.911, 0.77455
631.579, 0.771861
630.252, 0.769429
628.931, 0.767203
627.615, 0.765003
626.305, 0.762598
625, 0.759804
623.701, 0.756555
622.407, 0.752928
621.118, 0.749105
619.835, 0.745298
618.557, 0.741663
617.284, 0.738239
616.016, 0.734936
614.754, 0.731582
613.497, 0.727988
612.245, 0.724033
610.998, 0.719704
609.756, 0.715101
608.519, 0.710393
607.287, 0.705743
606.061, 0.701246
604.839, 0.696892
603.622, 0.692573
602.41, 0.68813
601.202, 0.683421
600, 0.678372
598.802, 0.673011
597.61, 0.667447
596.421, 0.661826
595.238, 0.656269
594.059, 0.650824
592.885, 0.645449
591.716, 0.640034
590.551, 0.63444
589.391, 0.628567
588.235, 0.622382
587.084, 0.615936
585.938, 0.609339
584.795, 0.60271
583.658, 0.596133
582.524, 0.589622
581.395, 0.583118
580.271, 0.576513
579.151, 0.569699
578.035, 0.562609
576.923, 0.555243
575.816, 0.547665
574.713, 0.539976
573.614, 0.532271
572.519, 0.524603
571.429, 0.51696
570.342, 0.509277
569.26, 0.501461
568.182, 0.493431
567.108, 0.485153
566.038, 0.476647
564.972, 0.467986
563.91, 0.459257
562.852, 0.450532
561.798, 0.44184
560.748, 0.433156
559.701, 0.424416
558.659, 0.415548
557.621, 0.406498
556.586, 0.397258
555.556, 0.387866
554.529, 0.378391
553.506, 0.36891
552.486, 0.359472
551.471, 0.35009
550.459, 0.340735
549.451, 0.331352
548.446, 0.321892
547.445, 0.312327
546.448, 0.30267
545.455, 0.292969
544.465, 0.283289
543.478, 0.273691
542.495, 0.26421
541.516, 0.254849
540.541, 0.245579
539.568, 0.236362
538.6, 0.227169
537.634, 0.217997
536.673, 0.208874
535.714, 0.199849
534.759, 0.190981
533.808, 0.182315
532.86, 0.173872
531.915, 0.165648
530.973, 0.157619
530.035, 0.149764
529.101, 0.142071
528.169, 0.134553
527.241, 0.127243
526.316, 0.120189
525.394, 0.113432
524.476, 0.107001
523.56, 0.100901
522.648, 0.0951234
521.739, 0.0896482
520.833, 0.0844628
519.931, 0.0795691
519.031, 0.0749858
518.135, 0.0707437
517.241, 0.066875
516.351, 0.0634026
515.464, 0.060333
514.58, 0.0576572
513.699, 0.0553569
512.821, 0.0534148
511.945, 0.0518235
511.073, 0.0505893
510.204, 0.0497293
509.338, 0.0492635
508.475, 0.0492055
507.614, 0.0495556
506.757, 0.0502996
505.902, 0.051414
505.051, 0.0528747
504.202, 0.0546654
503.356, 0.0567827
502.513, 0.0592343
501.672, 0.0620323
500.835, 0.0651845
500, 0.0686864
499.168, 0.0725194
498.339, 0.076654
497.512, 0.0810588
496.689, 0.085709
495.868, 0.0905934
495.05, 0.0957142
494.234, 0.101082
493.421, 0.106704
492.611, 0.11258
491.803, 0.118693
490.998, 0.125011
490.196, 0.131499
489.396, 0.138124
488.599, 0.144869
487.805, 0.151731
487.013, 0.158721
486.224, 0.165854
485.437, 0.173136
484.653, 0.180559
483.871, 0.188099
483.092, 0.19572
482.315, 0.203387
481.541, 0.211072
480.769, 0.218768
480, 0.226484
479.233, 0.23424
478.469, 0.242054
477.707, 0.249931
476.948, 0.25786
476.19, 0.265811
475.436, 0.273748
474.684, 0.281639
473.934, 0.289466
473.186, 0.297233
472.441, 0.304959
471.698, 0.31267
470.958, 0.320387
470.219, 0.328113
469.484, 0.335831
468.75, 0.343509
468.019, 0.351113
467.29, 0.358615
466.563, 0.366009
465.839, 0.373307
465.116, 0.380537
464.396, 0.387729
463.679, 0.394901
462.963, 0.402054
462.25, 0.409165
461.538, 0.416201
460.829, 0.42313
460.123, 0.429932
459.418, 0.436608
458.716, 0.443179
458.015, 0.449679
457.317, 0.456137
456.621, 0.462569
455.927, 0.468969
455.235, 0.47531
454.545, 0.481559
453.858, 0.487686
453.172, 0.493678
452.489, 0.499546
451.807, 0.505316
451.128, 0.511024
450.45, 0.516698
449.775, 0.522348
449.102, 0.527961
448.43, 0.533508
447.761, 0.538955
447.094, 0.544278
446.429, 0.549469
445.765, 0.554547
445.104, 0.559543
444.444, 0.564492
443.787, 0.569419
443.131, 0.574326
442.478, 0.579195
441.826, 0.583995
441.176, 0.588692
440.529, 0.593267
439.883, 0.597722
439.239, 0.602079
438.596, 0.606372
437.956, 0.610635
437.318, 0.614887
436.681, 0.619124
436.047, 0.623322
435.414, 0.62745
434.783, 0.631475
434.153, 0.635384
433.526, 0.639186
432.9, 0.642908
432.277, 0.646585
431.655, 0.650247
431.034, 0.653906
430.416, 0.657553
429.799, 0.661161
429.185, 0.664694
428.571, 0.668128
427.96, 0.671454
427.35, 0.674685
426.743, 0.677854
426.136, 0.680995
425.532, 0.684133
424.929, 0.687274
424.328, 0.690403
423.729, 0.693489
423.131, 0.696498
422.535, 0.699409
421.941, 0.702221
421.348, 0.704952
420.757, 0.707636
420.168, 0.710305
419.58, 0.71298
418.994, 0.71566
418.41, 0.718324
417.827, 0.720938
417.246, 0.723473
416.667, 0.72591
416.089, 0.728254
415.512, 0.730529
414.938, 0.732768
414.365, 0.735001
413.793, 0.737243
413.223, 0.739486
412.655, 0.741704
412.088, 0.743864
411.523, 0.745936
410.959, 0.747909
410.397, 0.749793
409.836, 0.751613
409.277, 0.753404
408.719, 0.75519
408.163, 0.756981
407.609, 0.758762
407.056, 0.760503
406.504, 0.762172
405.954, 0.763741
405.405, 0.765204
404.858, 0.766577
404.313, 0.767887
403.769, 0.769167
403.226, 0.770439
402.685, 0.771705
402.145, 0.772949
401.606, 0.774138
401.07, 0.775241
400.534, 0.77624
400, 0.777136
399.467, 0.777951
398.936, 0.778721
398.406, 0.779481
397.878, 0.780254
397.351, 0.781044
396.825, 0.781836
396.301, 0.782605
395.778, 0.783331
395.257, 0.784007
394.737, 0.784649
394.218, 0.785291
393.701, 0.785976
393.185, 0.786742
392.67, 0.787611
392.157, 0.788582
391.645, 0.789635
391.134, 0.790742
390.625, 0.791876
390.117, 0.793027
389.61, 0.794203
389.105, 0.795428
388.601, 0.796731
388.098, 0.798133
387.597, 0.799633
387.097, 0.801213
386.598, 0.802836
386.1, 0.804461
385.604, 0.806056
385.109, 0.807606
384.615, 0.809122
384.123, 0.810626
383.632, 0.812147
383.142, 0.813705
382.653, 0.815298
382.166, 0.816906
381.679, 0.818495
381.194, 0.820028
380.711, 0.821481
380.228, 0.82285
379.747, 0.824154
379.267, 0.825424
378.788, 0.826694
378.31, 0.827984
377.834, 0.829293
377.358, 0.8306
376.884, 0.831869
376.412, 0.833067
375.94, 0.834174
375.469, 0.835191
375, 0.836143
374.532, 0.837066
374.065, 0.837992
373.599, 0.838943
373.134, 0.839912
372.671, 0.840875
372.208, 0.841793
371.747, 0.842631
371.287, 0.843371
370.828, 0.844017
370.37, 0.844598
369.914, 0.845153
369.458, 0.845716
369.004, 0.846305
368.55, 0.846912
368.098, 0.847504
367.647, 0.848039
367.197, 0.848477
366.748, 0.848798
366.3, 0.849011
365.854, 0.849148
365.408, 0.849252
364.964, 0.849362
364.52, 0.849495
364.078, 0.849636
363.636, 0.849748
363.196, 0.849775
362.757, 0.84967
362.319, 0.84941
361.882, 0.849003
361.446, 0.848488
361.011, 0.847921
360.577, 0.847347
360.144, 0.846788
359.712, 0.846226
359.281, 0.845606
358.852, 0.844853
358.423, 0.843899
357.995, 0.842706
357.569, 0.841284
357.143, 0.83969
356.718, 0.838011
356.295, 0.83633
355.872, 0.834692
355.45, 0.833079
355.03, 0.831396
354.61, 0.829491
354.191, 0.827186
353.774, 0.824328
353.357, 0.820831
352.941, 0.816711
352.526, 0.812095
352.113, 0.807195
351.7, 0.802269
351.288, 0.797563
350.877, 0.793261
350.467, 0.789451
350.058, 0.786112
349.65, 0.78314
349.243, 0.780382
348.837, 0.77769
348.432, 0.774964
348.028, 0.772177
347.625, 0.769383
347.222, 0.766697
346.821, 0.764258
346.42, 0.762189
346.021, 0.760571
345.622, 0.759418
345.224, 0.758689
344.828, 0.758301
344.432, 0.758166
344.037, 0.758209
343.643, 0.758398
343.249, 0.758736
342.857, 0.759261
342.466, 0.760019
342.075, 0.761045
341.686, 0.762349
341.297, 0.763907
340.909, 0.765671
340.522, 0.767584
340.136, 0.769596
339.751, 0.771679
339.367, 0.773831
338.983, 0.77607
338.6, 0.778422
338.219, 0.780906
337.838, 0.783518
337.458, 0.786235
337.079, 0.78901
336.7, 0.791792
336.323, 0.794538
335.946, 0.797223
335.57, 0.799845
335.196, 0.802422
334.821, 0.804979
334.448, 0.807536
334.076, 0.810096
333.704, 0.812644
333.333, 0.815147
332.963, 0.817568
332.594, 0.819877
332.226, 0.822062
331.858, 0.82413
331.492, 0.826105
331.126, 0.82802
330.761, 0.829898
330.396, 0.831748
330.033, 0.83356
329.67, 0.835309
329.308, 0.836964
328.947, 0.838504
328.587, 0.839922
328.228, 0.84123
327.869, 0.842455
327.511, 0.843629
327.154, 0.844775
326.797, 0.8459
326.442, 0.846995
326.087, 0.848035
325.733, 0.848993
325.38, 0.849847
325.027, 0.850594
324.675, 0.851247
324.324, 0.851833
323.974, 0.852381
323.625, 0.852913
323.276, 0.853432
322.928, 0.853927
322.581, 0.854372
322.234, 0.854738
321.888, 0.855008
321.543, 0.855178
321.199, 0.855264
320.856, 0.85529
320.513, 0.855286
320.171, 0.85527
319.829, 0.855242
319.489, 0.855186
319.149, 0.855077
318.81, 0.854887
318.471, 0.854598
318.134, 0.85421
317.797, 0.85374
317.46, 0.853213
317.125, 0.852655
316.79, 0.852082
316.456, 0.851492
316.122, 0.850866
315.789, 0.850177
315.457, 0.849399
315.126, 0.848515
314.795, 0.847529
314.465, 0.846457
314.136, 0.845327
313.808, 0.844163
313.48, 0.842978
313.152, 0.841767
312.826, 0.840509
312.5, 0.839177
312.175, 0.837744
311.85, 0.836199
311.526, 0.834546
311.203, 0.832806
310.881, 0.831006
310.559, 0.829169
310.238, 0.827306
309.917, 0.825408
309.598, 0.823454
309.278, 0.821417
308.96, 0.819272
308.642, 0.817011
308.325, 0.814643
308.008, 0.812191
307.692, 0.809682
307.377, 0.807139
307.062, 0.804571
306.748, 0.801967
306.435, 0.799305
306.122, 0.796559
305.81, 0.793709
305.499, 0.79075
305.188, 0.787696
304.878, 0.784571
304.569, 0.781407
304.26, 0.778223
303.951, 0.775028
303.644, 0.771811
303.337, 0.768548
303.03, 0.765216
302.725, 0.761799
302.419, 0.758298
302.115, 0.75473
301.811, 0.751125
301.508, 0.747514
301.205, 0.743917
300.903, 0.740339
300.601, 0.736769
300.3, 0.733185
300, 0.729565



