

lambda(nm), Y
622.407, 0.356354
621.118, 0.348016
619.835, 0.339645
618.557, 0.331242
617.284, 0.322805
616.016, 0.314334
614.754, 0.305827
613.497, 0.297284
612.245, 0.288705
610.998, 0.280093
609.756, 0.271454
608.519, 0.262794
607.287, 0.254124
606.061, 0.245454
604.839, 0.2368
603.622, 0.228177
602.41, 0.219602
601.202, 0.211094
600, 0.202669
598.802, 0.194348
597.61, 0.186148
596.421, 0.178087
595.238, 0.170181
594.059, 0.162447
592.885, 0.154901
591.716, 0.147559
590.551, 0.140435
589.391, 0.133546
588.235, 0.126907
587.084, 0.120535
585.938, 0.114449
584.795, 0.108667
583.658, 0.103209
582.524, 0.098097
581.395, 0.093353
580.271, 0.0890002
579.151, 0.0850624
578.035, 0.0815634
576.923, 0.0785268
575.816, 0.0759754
574.713, 0.0739309
573.614, 0.0724136
572.519, 0.0714417
571.429, 0.0710311
570.342, 0.0711952
569.26, 0.0719446
568.182, 0.0732868
567.108, 0.075226
566.038, 0.0777633
564.972, 0.0808959
563.91, 0.0846174
562.852, 0.0889173
561.798, 0.093781
560.748, 0.0991891
559.701, 0.105117
558.659, 0.111536
557.621, 0.118411
556.586, 0.1257
555.556, 0.133356
554.529, 0.141325
553.506, 0.149546
552.486, 0.157953
551.471, 0.166472
550.459, 0.175026
549.451, 0.18353
548.446, 0.191896
547.445, 0.200035
546.448, 0.207856
545.455, 0.215265
544.465, 0.222175
543.478, 0.228499
542.495, 0.234157
541.516, 0.239077
540.541, 0.243192
539.568, 0.246451
538.6, 0.24881
537.634, 0.25024
536.673, 0.250724
535.714, 0.250259
534.759, 0.248855
533.808, 0.246536
532.86, 0.243338
531.915, 0.239309
530.973, 0.234506
530.035, 0.228995
529.101, 0.222852
528.169, 0.216156
527.241, 0.208991
526.316, 0.201443
525.394, 0.193598
524.476, 0.185545
523.56, 0.177365
522.648, 0.169142
521.739, 0.160952
520.833, 0.152867
519.931, 0.144954
519.031, 0.137275
518.135, 0.129884
517.241, 0.122831
516.351, 0.116159
515.464, 0.109905
514.58, 0.1041
513.699, 0.0987715
512.821, 0.0939392
511.945, 0.0896196
511.073, 0.0858241
510.204, 0.0825599
509.338, 0.0798304
508.475, 0.0776352
507.614, 0.0759704
506.757, 0.0748292
505.902, 0.0742021
505.051, 0.0740767
504.202, 0.0744391
503.356, 0.0752729
502.513, 0.0765607
501.672, 0.0782838
500.835, 0.0804227
500, 0.0829573
499.168, 0.0858675
498.339, 0.0891331
497.512, 0.0927342
496.689, 0.0966516
495.868, 0.100866
495.05, 0.105361
494.234, 0.110117
493.421, 0.115119
492.611, 0.120351
491.803, 0.125797
490.998, 0.131443
490.196, 0.137275
489.396, 0.143278
488.599, 0.149439
487.805, 0.155745
487.013, 0.162181
486.224, 0.168735
485.437, 0.175394
484.653, 0.182144
483.871, 0.188975
483.092, 0.195872
482.315, 0.202826
481.541, 0.209825
480.769, 0.21686
480, 0.223921
479.233, 0.231001
478.469, 0.238091
477.707, 0.245186
476.948, 0.252281
476.19, 0.259371
475.436, 0.266451
474.684, 0.273519
473.934, 0.280571
473.186, 0.287605
472.441, 0.294618
471.698, 0.301607
470.958, 0.308569
470.219, 0.315501
469.484, 0.3224
468.75, 0.329261
468.019, 0.33608
467.29, 0.342855
466.563, 0.34958
465.839, 0.356251
465.116, 0.362866
464.396, 0.36942
463.679, 0.375912
462.963, 0.382338
462.25, 0.388697
461.538, 0.394989
460.829, 0.401213
460.123, 0.40737
459.418, 0.413461
458.716, 0.419486
458.015, 0.425449
457.317, 0.431349
456.621, 0.43719
455.927, 0.442971
455.235, 0.448696
454.545, 0.454363
453.858, 0.459973
453.172, 0.465526
452.489, 0.47102
451.807, 0.476455
451.128, 0.481829
450.45, 0.48714
449.775, 0.492387
449.102, 0.497566
448.43, 0.502678
447.761, 0.507721
447.094, 0.512693
446.429, 0.517596
445.765, 0.52243
445.104, 0.527196
444.444, 0.531896
443.787, 0.536531
443.131, 0.541105
442.478, 0.545619
441.826, 0.550077
441.176, 0.554481
440.529, 0.558834
439.883, 0.563136
439.239, 0.56739
438.596, 0.571597
437.956, 0.575756
437.318, 0.579867
436.681, 0.583929
436.047, 0.587941
435.414, 0.591902
434.783, 0.595809
434.153, 0.599662
433.526, 0.603459
432.9, 0.607198
432.277, 0.610879
431.655, 0.614502
431.034, 0.618067
430.416, 0.621576
429.799, 0.625029
429.185, 0.628429
428.571, 0.631778
427.96, 0.635079
427.35, 0.638334
426.743, 0.641545
426.136, 0.644715
425.532, 0.647846
424.929, 0.650938
424.328, 0.653993
423.729, 0.657011
423.131, 0.65999
422.535, 0.662931
421.941, 0.665831
421.348, 0.668688
420.757, 0.671501
420.168, 0.674267
419.58, 0.676984
418.994, 0.67965
418.41, 0.682263
417.827, 0.684824
417.246, 0.68733
416.667, 0.689782
416.089, 0.692181
415.512, 0.694527
414.938, 0.696821
414.365, 0.699065
413.793, 0.701261
413.223, 0.703409
412.655, 0.705512
412.088, 0.707569
411.523, 0.709582
410.959, 0.711549
410.397, 0.713469
409.836, 0.715342
409.277, 0.717164
408.719, 0.718932
408.163, 0.720644
407.609, 0.722294
407.056, 0.72388
406.504, 0.725396
405.954, 0.726839
405.405, 0.728206
404.858, 0.729493
404.313, 0.730698
403.769, 0.73182
403.226, 0.732858
402.685, 0.733814
402.145, 0.734688
401.606, 0.735484
401.07, 0.736207
400.534, 0.736862
400, 0.737454
399.467, 0.737993
398.936, 0.738485
398.406, 0.738941
397.878, 0.73937
397.351, 0.739782
396.825, 0.740189
396.301, 0.740601
395.778, 0.741029
395.257, 0.741484
394.737, 0.741978
394.218, 0.742519
393.701, 0.743117
393.185, 0.74378
392.67, 0.744517
392.157, 0.745333
391.645, 0.746232
391.134, 0.747218
390.625, 0.748292
390.117, 0.749454
389.61, 0.7507
389.105, 0.752027
388.601, 0.753429
388.098, 0.754897
387.597, 0.756423
387.097, 0.757997
386.598, 0.759606
386.1, 0.761239
385.604, 0.762883
385.109, 0.764525
384.615, 0.766153
384.123, 0.767756
383.632, 0.769322
383.142, 0.770842
382.653, 0.772308
382.166, 0.773711
381.679, 0.775048
381.194, 0.776313
380.711, 0.777503
380.228, 0.778617
379.747, 0.779654
379.267, 0.780613
378.788, 0.781494
378.31, 0.782298
377.834, 0.783024
377.358, 0.783671
376.884, 0.784239
376.412, 0.784724
375.94, 0.785125
375.469, 0.785437
375, 0.785656
374.532, 0.785775
374.065, 0.78579
373.599, 0.785692
373.134, 0.785475
372.671, 0.785132
372.208, 0.784657
371.747, 0.784043
371.287, 0.783283
370.828, 0.782372
370.37, 0.781304
369.914, 0.780076
369.458, 0.778683
369.004, 0.77712
368.55, 0.775384
368.098, 0.773471
367.647, 0.771377
367.197, 0.769097
366.748, 0.766628
366.3, 0.763965
365.854, 0.761104
365.408, 0.75804
364.964, 0.75477
364.52, 0.751291
364.078, 0.747602
363.636, 0.743706
363.196, 0.739605
362.757, 0.735308
362.319, 0.730826
361.882, 0.726175
361.446, 0.721377
361.011, 0.716457
360.577, 0.711447
360.144, 0.706383
359.712, 0.701308
359.281, 0.696267
358.852, 0.691309
358.423, 0.686488
357.995, 0.681857
357.569, 0.67747
357.143, 0.67338
356.718, 0.66964
356.295, 0.666296
355.872, 0.663391
355.45, 0.660962
355.03, 0.65904
354.61, 0.657645
354.191, 0.656793
353.774, 0.656488
353.357, 0.656728
352.941, 0.657502
352.526, 0.658789
352.113, 0.660565
351.7, 0.662797
351.288, 0.665448
350.877, 0.668476
350.467, 0.67184
350.058, 0.675493
349.65, 0.67939
349.243, 0.683488
348.837, 0.687745
348.432, 0.692119
348.028, 0.696577
347.625, 0.701084
347.222, 0.705613
346.821, 0.710138
346.42, 0.71464
346.021, 0.719102
345.622, 0.723509
345.224, 0.727853
344.828, 0.732123
344.432, 0.736315
344.037, 0.740424
343.643, 0.744445
343.249, 0.748377
342.857, 0.752217
342.466, 0.755962
342.075, 0.759611
341.686, 0.763161
341.297, 0.766611
340.909, 0.769959
340.522, 0.773204
340.136, 0.776344
339.751, 0.779379
339.367, 0.78231
338.983, 0.785136
338.6, 0.787861
338.219, 0.790485
337.838, 0.793013
337.458, 0.795448
337.079, 0.797793
336.7, 0.800053
336.323, 0.802232
335.946, 0.804334
335.57, 0.806362
335.196, 0.808321
334.821, 0.810212
334.448, 0.812037
334.076, 0.813798
333.704, 0.815495
333.333, 0.817129
332.963, 0.818699
332.594, 0.820204
332.226, 0.821645
331.858, 0.82302
331.492, 0.824329
331.126, 0.825573
330.761, 0.826751
330.396, 0.827866
330.033, 0.828918
329.67, 0.82991
329.308, 0.830846
328.947, 0.831727
328.587, 0.832557
328.228, 0.833339
327.869, 0.834076
327.511, 0.83477
327.154, 0.835423
326.797, 0.836037
326.442, 0.836611
326.087, 0.837145
325.733, 0.837637
325.38, 0.838086
325.027, 0.838489
324.675, 0.838842
324.324, 0.839142
323.974, 0.839386
323.625, 0.83957
323.276, 0.839692
322.928, 0.839749
322.581, 0.839739
322.234, 0.839662
321.888, 0.839518
321.543, 0.839309
321.199, 0.839035
320.856, 0.838699
320.513, 0.838303
320.171, 0.837852
319.829, 0.837348
319.489, 0.836794
319.149, 0.836191
318.81, 0.835543
318.471, 0.834849
318.134, 0.834111
317.797, 0.833326
317.46, 0.832492
317.125, 0.831609
316.79, 0.83067
316.456, 0.829674
316.122, 0.828615
315.789, 0.827488
315.457, 0.826291
315.126, 0.825018
314.795, 0.823665
314.465, 0.822232
314.136, 0.820714
313.808, 0.819112
313.48, 0.817424
313.152, 0.815652
312.826, 0.813796
312.5, 0.811858
312.175, 0.809841
311.85, 0.807745
311.526, 0.805573
311.203, 0.803327
310.881, 0.801007
310.559, 0.798615
310.238, 0.796149
309.917, 0.79361
309.598, 0.790995
309.278, 0.788303
308.96, 0.785531
308.642, 0.782677
308.325, 0.779738
308.008, 0.776712
307.692, 0.773597
307.377, 0.770391
307.062, 0.767095
306.748, 0.763709
306.435, 0.760235
306.122, 0.756675
305.81, 0.753033
305.499, 0.749314
305.188, 0.745523
304.878, 0.741666
304.569, 0.737749
304.26, 0.733779
303.951, 0.729762
303.644, 0.725705
303.337, 0.721613
303.03, 0.71749
302.725, 0.713343
302.419, 0.709173
302.115, 0.704985
301.811, 0.700781
301.508, 0.696564
301.205, 0.692336
300.903, 0.688099
300.601, 0.683856
300.3, 0.679609
300, 0.675363



