

lambda(nm), Y
392.157, 0.798731
391.645, 0.798918
391.134, 0.799054
390.625, 0.799157
390.117, 0.799299
389.61, 0.799559
389.105, 0.799987
388.601, 0.800574
388.098, 0.801258
387.597, 0.801959
387.097, 0.802616
386.598, 0.803217
386.1, 0.803803
385.604, 0.804437
385.109, 0.805172
384.615, 0.806017
384.123, 0.806935
383.632, 0.807858
383.142, 0.808722
382.653, 0.809502
382.166, 0.810217
381.679, 0.81092
381.194, 0.811668
380.711, 0.812489
380.228, 0.813366
379.747, 0.814251
379.267, 0.815083
378.788, 0.815826
378.31, 0.816485
377.834, 0.8171
377.358, 0.817726
376.884, 0.818403
376.412, 0.819134
375.94, 0.819886
375.469, 0.820605
375, 0.82125
374.532, 0.821808
374.065, 0.822307
373.599, 0.822795
373.134, 0.823318
372.671, 0.823894
372.208, 0.824504
371.747, 0.825103
371.287, 0.825647
370.828, 0.826111
370.37, 0.826505
369.914, 0.826871
369.458, 0.827253
369.004, 0.827681
368.55, 0.82815
368.098, 0.828626
367.647, 0.829063
367.197, 0.829428
366.748, 0.829717
366.3, 0.829958
365.854, 0.830194
365.408, 0.830461
364.964, 0.830767
364.52, 0.83109
364.078, 0.831387
363.636, 0.83162
363.196, 0.831772
362.757, 0.831857
362.319, 0.831913
361.882, 0.831979
361.446, 0.832073
361.011, 0.832186
360.577, 0.832283
360.144, 0.832322
359.712, 0.832278
359.281, 0.83215
358.852, 0.831969
358.423, 0.831772
357.995, 0.831588
357.569, 0.831418
357.143, 0.831238
356.718, 0.831009
356.295, 0.830696
355.872, 0.830292
355.45, 0.829813
355.03, 0.829297
354.61, 0.828778
354.191, 0.828271
353.774, 0.827764
353.357, 0.827223
352.941, 0.826616
352.526, 0.825926
352.113, 0.825162
351.7, 0.824358
351.288, 0.823554
350.877, 0.822779
350.467, 0.822037
350.058, 0.821307
349.65, 0.82056
349.243, 0.819776
348.837, 0.818958
348.432, 0.818134
348.028, 0.817346
347.625, 0.816632
347.222, 0.816007
346.821, 0.81546
346.42, 0.814963
346.021, 0.814488
345.622, 0.814023
345.224, 0.813582
344.828, 0.813195
344.432, 0.812896
344.037, 0.812701
343.643, 0.812605
343.249, 0.812576
342.857, 0.812581
342.466, 0.812593
342.075, 0.812613
341.686, 0.812664
341.297, 0.81278
340.909, 0.812987
340.522, 0.813293
340.136, 0.813682
339.751, 0.814123
339.367, 0.814592
338.983, 0.815083
338.6, 0.815615
338.219, 0.816222
337.838, 0.816939
337.458, 0.817782
337.079, 0.818745
336.7, 0.819799
336.323, 0.820912
335.946, 0.822062
335.57, 0.823251
335.196, 0.8245
334.821, 0.825836
334.448, 0.827275
334.076, 0.828811
333.704, 0.830414
333.333, 0.832043
332.963, 0.833662
332.594, 0.835255
332.226, 0.836831
331.858, 0.838414
331.492, 0.840023
331.126, 0.841663
330.761, 0.843315
330.396, 0.844941
330.033, 0.846506
329.67, 0.847989
329.308, 0.849392
328.947, 0.85074
328.587, 0.852061
328.228, 0.853374
327.869, 0.854676
327.511, 0.855941
327.154, 0.857135
326.797, 0.858234
326.442, 0.859233
326.087, 0.860152
325.733, 0.861022
325.38, 0.861872
325.027, 0.86271
324.675, 0.863524
324.324, 0.864282
323.974, 0.864954
323.625, 0.865527
323.276, 0.86601
322.928, 0.866433
322.581, 0.866828
322.234, 0.867213
321.888, 0.867586
321.543, 0.867923
321.199, 0.86819
320.856, 0.868364
320.513, 0.868445
320.171, 0.868452
319.829, 0.868418
319.489, 0.868371
319.149, 0.868319
318.81, 0.868244
318.471, 0.868115
318.134, 0.867904
317.797, 0.867595
317.46, 0.8672
317.125, 0.866748
316.79, 0.866269
316.456, 0.865783
316.122, 0.865283
315.789, 0.864743
315.457, 0.86413
315.126, 0.86342
314.795, 0.862613
314.465, 0.861728
314.136, 0.860799
313.808, 0.859852
313.48, 0.858893
313.152, 0.857904
312.826, 0.856853
312.5, 0.855709
312.175, 0.85446
311.85, 0.853115
311.526, 0.851704
311.203, 0.850258
310.881, 0.848794
310.559, 0.847307
310.238, 0.84577
309.917, 0.844149
309.598, 0.842419
309.278, 0.84058
308.96, 0.838654
308.642, 0.836671
308.325, 0.834661
308.008, 0.832629
307.692, 0.830558
307.377, 0.828416
307.062, 0.826172
306.748, 0.823811
306.435, 0.821346
306.122, 0.818805
305.81, 0.816221
305.499, 0.813615
305.188, 0.81098
304.878, 0.808293
304.569, 0.805518
304.26, 0.802632
303.951, 0.799633
303.644, 0.796543
303.337, 0.793397
303.03, 0.790226
302.725, 0.787039
302.419, 0.783822
302.115, 0.780544
301.811, 0.777174
301.508, 0.773698
301.205, 0.770127
300.903, 0.766493
300.601, 0.762834
300.3, 0.759173
300, 0.755512



