

lambda(nm), Y
421.348, 0.38901
420.757, 0.386371
420.168, 0.383633
419.58, 0.380823
418.994, 0.378033
418.41, 0.375327
417.827, 0.372674
417.246, 0.369979
416.667, 0.367183
416.089, 0.364322
415.512, 0.361493
414.938, 0.358749
414.365, 0.35605
413.793, 0.353301
413.223, 0.350449
412.655, 0.347542
412.088, 0.344676
411.523, 0.341898
410.959, 0.339156
410.397, 0.336355
409.836, 0.333453
409.277, 0.330504
408.719, 0.327607
408.163, 0.324797
407.609, 0.322016
407.056, 0.319167
406.504, 0.316219
405.954, 0.313236
405.405, 0.310312
404.858, 0.307475
404.313, 0.304658
403.769, 0.301766
403.226, 0.298778
402.685, 0.295766
402.145, 0.292822
401.606, 0.289963
401.07, 0.287116
400.534, 0.284188
400, 0.281169
399.467, 0.278136
398.936, 0.27518
398.406, 0.272307
397.878, 0.269435
397.351, 0.266479
396.825, 0.263437
396.301, 0.260394
395.778, 0.257433
395.257, 0.254553
394.737, 0.251665
394.218, 0.248689
393.701, 0.245634
393.185, 0.24259
392.67, 0.239635
392.157, 0.236756
391.645, 0.233861
391.134, 0.230876
390.625, 0.22782
390.117, 0.224787
389.61, 0.221848
389.105, 0.21898
388.601, 0.216089
388.098, 0.213106
387.597, 0.210062
387.097, 0.207053
386.598, 0.204143
386.1, 0.201297
385.604, 0.198421
385.109, 0.195455
384.615, 0.192437
384.123, 0.189465
383.632, 0.186595
383.142, 0.183785
382.653, 0.180938
382.166, 0.178001
381.679, 0.175025
381.194, 0.172107
380.711, 0.169293
380.228, 0.166533
379.747, 0.163728
379.267, 0.160839
378.788, 0.157922
378.31, 0.155075
377.834, 0.152333
377.358, 0.149638
376.884, 0.146894
376.412, 0.14407
375.94, 0.141232
375.469, 0.138473
375, 0.135821
374.532, 0.133208
374.065, 0.130543
373.599, 0.127805
373.134, 0.125065
372.671, 0.122416
372.208, 0.119873
371.747, 0.117362
371.287, 0.114796
370.828, 0.112165
370.37, 0.109548
369.914, 0.10703
369.458, 0.104617
369.004, 0.102229
368.55, 0.0997838
368.098, 0.0972848
367.647, 0.0948149
367.197, 0.0924529
366.748, 0.0901925
366.3, 0.0879495
365.854, 0.0856506
365.408, 0.0833096
364.964, 0.0810135
364.52, 0.0788328
364.078, 0.0767495
363.636, 0.0746767
363.196, 0.0725503
362.757, 0.0703958
362.319, 0.0683023
361.882, 0.0663306
361.446, 0.0644508
361.011, 0.0625751
360.577, 0.0606499
360.144, 0.0587126
359.712, 0.0568529
359.281, 0.0551198
358.852, 0.0534718
358.423, 0.0518217
357.995, 0.0501286
357.569, 0.0484417
357.143, 0.046849
356.718, 0.0453861
356.295, 0.044
355.872, 0.0426062
355.45, 0.0411787
355.03, 0.0397779
354.61, 0.0384881
354.191, 0.0373292
353.774, 0.0362371
353.357, 0.0351328
352.941, 0.0340069
352.526, 0.0329312
352.113, 0.0319831
351.7, 0.0311647
351.288, 0.0304014
350.877, 0.0296223
350.467, 0.0288376
350.058, 0.0281295
349.65, 0.0275656
349.243, 0.0271274
348.837, 0.0267303
348.432, 0.0263155
348.028, 0.0259154
347.625, 0.0256221
347.222, 0.0254893
346.821, 0.0254747
346.42, 0.0254846
346.021, 0.0254768
345.622, 0.0255098
345.224, 0.0256842
344.828, 0.0260351
344.432, 0.0264922
344.037, 0.0269544
343.643, 0.0274015
343.249, 0.0279226
342.857, 0.0286255
342.466, 0.0295202
342.075, 0.0305037
341.686, 0.031469
341.297, 0.0324255
340.909, 0.0334987
340.522, 0.0348018
340.136, 0.0363114
339.751, 0.0378849
339.367, 0.039412
338.983, 0.0409416
338.6, 0.042644
338.219, 0.0446351
337.838, 0.0468464
337.458, 0.0490868
337.079, 0.0512458
336.7, 0.0534265
336.323, 0.0558554
335.946, 0.0586475
335.57, 0.0616725
335.196, 0.0646775
334.821, 0.0675571
334.448, 0.0704897
334.076, 0.0737755
333.704, 0.077524
333.333, 0.0815175
332.963, 0.0854203
332.594, 0.0891404
332.226, 0.0929658
331.858, 0.0972994
331.492, 0.102237
331.126, 0.107433
330.761, 0.112434
330.396, 0.117174
330.033, 0.122112
329.67, 0.127806
329.308, 0.134328
328.947, 0.141128
328.587, 0.147569
328.228, 0.153642
327.869, 0.160095
327.511, 0.167761
327.154, 0.176669
326.797, 0.185909
326.442, 0.194521
326.087, 0.202625
325.733, 0.211584
325.38, 0.222831
325.027, 0.236361
324.675, 0.250512
324.324, 0.263631
323.974, 0.276327
323.625, 0.291972
323.276, 0.314241
322.928, 0.343071
322.581, 0.372362
322.234, 0.392015
321.888, 0.393735
321.543, 0.376802
321.199, 0.349486
320.856, 0.324708
320.513, 0.31273
320.171, 0.315849
319.829, 0.328504
319.489, 0.342159
319.149, 0.350984
318.81, 0.35434
318.471, 0.355028
318.134, 0.355613
317.797, 0.356167
317.46, 0.354944
317.125, 0.350763
316.79, 0.344568
316.456, 0.338803
316.122, 0.335405
315.789, 0.334406
315.457, 0.33435
315.126, 0.333937
314.795, 0.333217
314.465, 0.333295
314.136, 0.335002
313.808, 0.337929
313.48, 0.34076
313.152, 0.342468
312.826, 0.343171
312.5, 0.343833
312.175, 0.345184
311.85, 0.346969
311.526, 0.348236
311.203, 0.348311
310.881, 0.347465
310.559, 0.346622
310.238, 0.346453
309.917, 0.34677
309.598, 0.346805
309.278, 0.346049
308.96, 0.344789
308.642, 0.343825
308.325, 0.343684
308.008, 0.344134
307.692, 0.344462
307.377, 0.344216
307.062, 0.343649
306.748, 0.343434
306.435, 0.343972
306.122, 0.344985
305.81, 0.345806
305.499, 0.346042
305.188, 0.345944
304.878, 0.346118
304.569, 0.346887
304.26, 0.347967
303.951, 0.348749
303.644, 0.348916
303.337, 0.348737
303.03, 0.34878
302.725, 0.349324
302.419, 0.350087
302.115, 0.35052
301.811, 0.350369
301.508, 0.349925
301.205, 0.34972
300.903, 0.349995
300.601, 0.350465
300.3, 0.350626
300, 0.350273



