

lambda(nm), Y
527.241, 0.284161
526.316, 0.287618
525.394, 0.291094
524.476, 0.294595
523.56, 0.298123
522.648, 0.301677
521.739, 0.30525
520.833, 0.308836
519.931, 0.312423
519.031, 0.315999
518.135, 0.319554
517.241, 0.323077
516.351, 0.326562
515.464, 0.330003
514.58, 0.333402
513.699, 0.336761
512.821, 0.340088
511.945, 0.343392
511.073, 0.346683
510.204, 0.349973
509.338, 0.353272
508.475, 0.356587
507.614, 0.359924
506.757, 0.363283
505.902, 0.366663
505.051, 0.370055
504.202, 0.373453
503.356, 0.376844
502.513, 0.380218
501.672, 0.383563
500.835, 0.38687
500, 0.390134
499.168, 0.393351
498.339, 0.396523
497.512, 0.399654
496.689, 0.402752
495.868, 0.405827
495.05, 0.408891
494.234, 0.411953
493.421, 0.415025
492.611, 0.418112
491.803, 0.421218
490.998, 0.424344
490.196, 0.427486
489.396, 0.430637
488.599, 0.433788
487.805, 0.436927
487.013, 0.440044
486.224, 0.443128
485.437, 0.446171
484.653, 0.449167
483.871, 0.452116
483.092, 0.45502
482.315, 0.457883
481.541, 0.460716
480.769, 0.463527
480, 0.466328
479.233, 0.469129
478.469, 0.47194
477.707, 0.474766
476.948, 0.477611
476.19, 0.480474
475.436, 0.483349
474.684, 0.48623
473.934, 0.489106
473.186, 0.491967
472.441, 0.494802
471.698, 0.497601
470.958, 0.500357
470.219, 0.503065
469.484, 0.505725
468.75, 0.508339
468.019, 0.510914
467.29, 0.513459
466.563, 0.515984
465.839, 0.5185
465.116, 0.521016
464.396, 0.52354
463.679, 0.526079
462.963, 0.528632
462.25, 0.531199
461.538, 0.533774
460.829, 0.536348
460.123, 0.538912
459.418, 0.541454
458.716, 0.543962
458.015, 0.546428
457.317, 0.548844
456.621, 0.551206
455.927, 0.553513
455.235, 0.555769
454.545, 0.557978
453.858, 0.56015
453.172, 0.562292
452.489, 0.564416
451.807, 0.566527
451.128, 0.568634
450.45, 0.570737
449.775, 0.572838
449.102, 0.574932
448.43, 0.57701
447.761, 0.579064
447.094, 0.581079
446.429, 0.583043
445.765, 0.584944
445.104, 0.586769
444.444, 0.588509
443.787, 0.59016
443.131, 0.591718
442.478, 0.593186
441.826, 0.594568
441.176, 0.595873
440.529, 0.597108
439.883, 0.598286
439.239, 0.599416
438.596, 0.600509
437.956, 0.601574
437.318, 0.602616
436.681, 0.603643
436.047, 0.604656
435.414, 0.605658
434.783, 0.606653
434.153, 0.607642
433.526, 0.608628
432.9, 0.609617
432.277, 0.610617
431.655, 0.611636
431.034, 0.612685
430.416, 0.613777
429.799, 0.614924
429.185, 0.616138
428.571, 0.61743
427.96, 0.618806
427.35, 0.62027
426.743, 0.621822
426.136, 0.623455
425.532, 0.625159
424.929, 0.626919
424.328, 0.628717
423.729, 0.630533
423.131, 0.632345
422.535, 0.634134
421.941, 0.635882
421.348, 0.637574
420.757, 0.639199
420.168, 0.640753
419.58, 0.642235
418.994, 0.643649
418.41, 0.645003
417.827, 0.646309
417.246, 0.647579
416.667, 0.648827
416.089, 0.650066
415.512, 0.651305
414.938, 0.652554
414.365, 0.653815
413.793, 0.655092
413.223, 0.656382
412.655, 0.657682
412.088, 0.658986
411.523, 0.660288
410.959, 0.661584
410.397, 0.662867
409.836, 0.664137
409.277, 0.665392
408.719, 0.666635
408.163, 0.66787
407.609, 0.669101
407.056, 0.670335
406.504, 0.671578
405.954, 0.672833
405.405, 0.674105
404.858, 0.675392
404.313, 0.676694
403.769, 0.678006
403.226, 0.679321
402.685, 0.68063
402.145, 0.681926
401.606, 0.683201
401.07, 0.684448
400.534, 0.685665
400, 0.68685
399.467, 0.688006
398.936, 0.689143
398.406, 0.690269
397.878, 0.691398
397.351, 0.692545
396.825, 0.693725
396.301, 0.694953
395.778, 0.69624
395.257, 0.697597
394.737, 0.699028
394.218, 0.700535
393.701, 0.702112
393.185, 0.703753
392.67, 0.705447
392.157, 0.70718
391.645, 0.708938
391.134, 0.710707
390.625, 0.712474
390.117, 0.714231
389.61, 0.71597
389.105, 0.717688
388.601, 0.719386
388.098, 0.721068
387.597, 0.72274
387.097, 0.724409
386.598, 0.726082
386.1, 0.727768
385.604, 0.72947
385.109, 0.731191
384.615, 0.73293
384.123, 0.734683
383.632, 0.736442
383.142, 0.738199
382.653, 0.739943
382.166, 0.741662
381.679, 0.743346
381.194, 0.744987
380.711, 0.746579
380.228, 0.748119
379.747, 0.749609
379.267, 0.751052
378.788, 0.752456
378.31, 0.753831
377.834, 0.755186
377.358, 0.756531
376.884, 0.757876
376.412, 0.759228
375.94, 0.760589
375.469, 0.761962
375, 0.763342
374.532, 0.764724
374.065, 0.7661
373.599, 0.767459
373.134, 0.768792
372.671, 0.770089
372.208, 0.771342
371.747, 0.772547
371.287, 0.7737
370.828, 0.774804
370.37, 0.775863
369.914, 0.776885
369.458, 0.777879
369.004, 0.778854
368.55, 0.779821
368.098, 0.780789
367.647, 0.781764
367.197, 0.782749
366.748, 0.783743
366.3, 0.784745
365.854, 0.785746
365.408, 0.786739
364.964, 0.787712
364.52, 0.788654
364.078, 0.789555
363.636, 0.790406
363.196, 0.791201
362.757, 0.791938
362.319, 0.792617
361.882, 0.793241
361.446, 0.793817
361.011, 0.794352
360.577, 0.794857
360.144, 0.795339
359.712, 0.795807
359.281, 0.796264
358.852, 0.796714
358.423, 0.797154
357.995, 0.797579
357.569, 0.79798
357.143, 0.798347
356.718, 0.798668
356.295, 0.798927
355.872, 0.799113
355.45, 0.799215
355.03, 0.799223
354.61, 0.799131
354.191, 0.798937
353.774, 0.798641
353.357, 0.798247
352.941, 0.797758
352.526, 0.797182
352.113, 0.796523
351.7, 0.795786
351.288, 0.794972
350.877, 0.794081
350.467, 0.793107
350.058, 0.792044
349.65, 0.790878
349.243, 0.789598
348.837, 0.788189
348.432, 0.786636
348.028, 0.784925
347.625, 0.783046
347.222, 0.780991
346.821, 0.77876
346.42, 0.776355
346.021, 0.773785
345.622, 0.771064
345.224, 0.768213
344.828, 0.765254
344.432, 0.762216
344.037, 0.759128
343.643, 0.756021
343.249, 0.752928
342.857, 0.749881
342.466, 0.746909
342.075, 0.744043
341.686, 0.741312
341.297, 0.738741
340.909, 0.736358
340.522, 0.734186
340.136, 0.73225
339.751, 0.730572
339.367, 0.729172
338.983, 0.72807
338.6, 0.727281
338.219, 0.726819
337.838, 0.726692
337.458, 0.726902
337.079, 0.727448
336.7, 0.728319
336.323, 0.729498
335.946, 0.730964
335.57, 0.732687
335.196, 0.734632
334.821, 0.736762
334.448, 0.739036
334.076, 0.741414
333.704, 0.743856
333.333, 0.746327
332.963, 0.748794
332.594, 0.751233
332.226, 0.753623
331.858, 0.755951
331.492, 0.758211
331.126, 0.760401
330.761, 0.762524
330.396, 0.764584
330.033, 0.766589
329.67, 0.768544
329.308, 0.770453
328.947, 0.772318
328.587, 0.774136
328.228, 0.7759
327.869, 0.777604
327.511, 0.779233
327.154, 0.780775
326.797, 0.782218
326.442, 0.783547
326.087, 0.784752
325.733, 0.785828
325.38, 0.78677
325.027, 0.787581
324.675, 0.788265
324.324, 0.788832
323.974, 0.789294
323.625, 0.789664
323.276, 0.789955
322.928, 0.790179
322.581, 0.790345
322.234, 0.79046
321.888, 0.790526
321.543, 0.790539
321.199, 0.790494
320.856, 0.79038
320.513, 0.790186
320.171, 0.789899
319.829, 0.789505
319.489, 0.788995
319.149, 0.788358
318.81, 0.787591
318.471, 0.786693
318.134, 0.785668
317.797, 0.784521
317.46, 0.783262
317.125, 0.781903
316.79, 0.780456
316.456, 0.77893
316.122, 0.777335
315.789, 0.775674
315.457, 0.773951
315.126, 0.772161
314.795, 0.770298
314.465, 0.768351
314.136, 0.766309
313.808, 0.764158
313.48, 0.761884
313.152, 0.759476
312.826, 0.756925
312.5, 0.754226
312.175, 0.751376
311.85, 0.74838
311.526, 0.745243
311.203, 0.741977
310.881, 0.738592
310.559, 0.735102
310.238, 0.73152
309.917, 0.727855
309.598, 0.724115
309.278, 0.720306
308.96, 0.716428
308.642, 0.712478
308.325, 0.708449
308.008, 0.704334
307.692, 0.700124
307.377, 0.695809
307.062, 0.691383
306.748, 0.68684
306.435, 0.68218
306.122, 0.677406
305.81, 0.672526
305.499, 0.667552
305.188, 0.662498
304.878, 0.657382
304.569, 0.652221
304.26, 0.647033
303.951, 0.641833
303.644, 0.636635
303.337, 0.631447
303.03, 0.626275
302.725, 0.621121
302.419, 0.615982
302.115, 0.610855
301.811, 0.605733
301.508, 0.60061
301.205, 0.595482
300.903, 0.590347
300.601, 0.585206
300.3, 0.580065
300, 0.574932



