

lambda(nm), Y
544.465, 0.125073
543.478, 0.129643
542.495, 0.134275
541.516, 0.138957
540.541, 0.143673
539.568, 0.14841
538.6, 0.153159
537.634, 0.157912
536.673, 0.162667
535.714, 0.167427
534.759, 0.172198
533.808, 0.176992
532.86, 0.181816
531.915, 0.186681
530.973, 0.191592
530.035, 0.196551
529.101, 0.201554
528.169, 0.206592
527.241, 0.211654
526.316, 0.216724
525.394, 0.221789
524.476, 0.226835
523.56, 0.231852
522.648, 0.236838
521.739, 0.241792
520.833, 0.246723
519.931, 0.251638
519.031, 0.256551
518.135, 0.261474
517.241, 0.266416
516.351, 0.271383
515.464, 0.276376
514.58, 0.281388
513.699, 0.286411
512.821, 0.291429
511.945, 0.296429
511.073, 0.301395
510.204, 0.306316
509.338, 0.311185
508.475, 0.315999
507.614, 0.320764
506.757, 0.325488
505.902, 0.330185
505.051, 0.334868
504.202, 0.339551
503.356, 0.344242
502.513, 0.348947
501.672, 0.353665
500.835, 0.358388
500, 0.363106
499.168, 0.367803
498.339, 0.372465
497.512, 0.377076
496.689, 0.381627
495.868, 0.386113
495.05, 0.390535
494.234, 0.394899
493.421, 0.399218
492.611, 0.403507
491.803, 0.407779
490.998, 0.412048
490.196, 0.416324
489.396, 0.420609
488.599, 0.4249
487.805, 0.429191
487.013, 0.433466
486.224, 0.437712
485.437, 0.441912
484.653, 0.446053
483.871, 0.450128
483.092, 0.454132
482.315, 0.458071
481.541, 0.461952
480.769, 0.46579
480, 0.469601
479.233, 0.473398
478.469, 0.477196
477.707, 0.481001
476.948, 0.484815
476.19, 0.488634
475.436, 0.492448
474.684, 0.496242
473.934, 0.500001
473.186, 0.50371
472.441, 0.507357
471.698, 0.510935
470.958, 0.514443
470.219, 0.517888
469.484, 0.521281
468.75, 0.524636
468.019, 0.527969
467.29, 0.531296
466.563, 0.534628
465.839, 0.53797
465.116, 0.541324
464.396, 0.544681
463.679, 0.548032
462.963, 0.55136
462.25, 0.55465
461.538, 0.557887
460.829, 0.561061
460.123, 0.564167
459.418, 0.567207
458.716, 0.570188
458.015, 0.573122
457.317, 0.576027
456.621, 0.578916
455.927, 0.581806
455.235, 0.584706
454.545, 0.58762
453.858, 0.590546
453.172, 0.593475
452.489, 0.596396
451.807, 0.599291
451.128, 0.602145
450.45, 0.604946
449.775, 0.607682
449.102, 0.610353
448.43, 0.61296
447.761, 0.615513
447.094, 0.618027
446.429, 0.620516
445.765, 0.622996
445.104, 0.625481
444.444, 0.62798
443.787, 0.630493
443.131, 0.633016
442.478, 0.635541
441.826, 0.638052
441.176, 0.640532
440.529, 0.642967
439.883, 0.645344
439.239, 0.647655
438.596, 0.649899
437.956, 0.65208
437.318, 0.654208
436.681, 0.656299
436.047, 0.658367
435.414, 0.660427
434.783, 0.662491
434.153, 0.664564
433.526, 0.666647
432.9, 0.668733
432.277, 0.670809
431.655, 0.672861
431.034, 0.67487
430.416, 0.676822
429.799, 0.678706
429.185, 0.680513
428.571, 0.682246
427.96, 0.683909
427.35, 0.685516
426.743, 0.68708
426.136, 0.688618
425.532, 0.690145
424.929, 0.691672
424.328, 0.693204
423.729, 0.694742
423.131, 0.696279
422.535, 0.697805
421.941, 0.699307
421.348, 0.700772
420.757, 0.702189
420.168, 0.703552
419.58, 0.704861
418.994, 0.706123
418.41, 0.70735
417.827, 0.708561
417.246, 0.709775
416.667, 0.711011
416.089, 0.712289
415.512, 0.713619
414.938, 0.715008
414.365, 0.716454
413.793, 0.717949
413.223, 0.719482
412.655, 0.721034
412.088, 0.72259
411.523, 0.724135
410.959, 0.725658
410.397, 0.727153
409.836, 0.728622
409.277, 0.730069
408.719, 0.731506
408.163, 0.732945
407.609, 0.734396
407.056, 0.735869
406.504, 0.737368
405.954, 0.738891
405.405, 0.740431
404.858, 0.741975
404.313, 0.743505
403.769, 0.745006
403.226, 0.746458
402.685, 0.74785
402.145, 0.749173
401.606, 0.750425
401.07, 0.751612
400.534, 0.752743
400, 0.753834
399.467, 0.754901
398.936, 0.755959
398.406, 0.75702
397.878, 0.758092
397.351, 0.759179
396.825, 0.760275
396.301, 0.761373
395.778, 0.762461
395.257, 0.763529
394.737, 0.764566
394.218, 0.765567
393.701, 0.766531
393.185, 0.767464
392.67, 0.768378
392.157, 0.769289
391.645, 0.770217
391.134, 0.771182
390.625, 0.772198
390.117, 0.773279
389.61, 0.774431
389.105, 0.77565
388.601, 0.776928
388.098, 0.778252
387.597, 0.779603
387.097, 0.780962
386.598, 0.782312
386.1, 0.783639
385.604, 0.784937
385.109, 0.786204
384.615, 0.787444
384.123, 0.788667
383.632, 0.789887
383.142, 0.791115
382.653, 0.792364
382.166, 0.793641
381.679, 0.794946
381.194, 0.796277
380.711, 0.797622
380.228, 0.798968
379.747, 0.800296
379.267, 0.801592
378.788, 0.802841
378.31, 0.804034
377.834, 0.805168
377.358, 0.806246
376.884, 0.807278
376.412, 0.808277
375.94, 0.809261
375.469, 0.810243
375, 0.811239
374.532, 0.812255
374.065, 0.813294
373.599, 0.814352
373.134, 0.815419
372.671, 0.816481
372.208, 0.817521
371.747, 0.818524
371.287, 0.819477
370.828, 0.820373
370.37, 0.821209
369.914, 0.821991
369.458, 0.82273
369.004, 0.823439
368.55, 0.824136
368.098, 0.824835
367.647, 0.825549
367.197, 0.826284
366.748, 0.827043
366.3, 0.827818
365.854, 0.828599
365.408, 0.829369
364.964, 0.830113
364.52, 0.830814
364.078, 0.831459
363.636, 0.832041
363.196, 0.832558
362.757, 0.833017
362.319, 0.833428
361.882, 0.833805
361.446, 0.834165
361.011, 0.834521
360.577, 0.834885
360.144, 0.835262
359.712, 0.83565
359.281, 0.836042
358.852, 0.836425
358.423, 0.836781
357.995, 0.837091
357.569, 0.837339
357.143, 0.83751
356.718, 0.837598
356.295, 0.8376
355.872, 0.837521
355.45, 0.83737
355.03, 0.837162
354.61, 0.836911
354.191, 0.836628
353.774, 0.836323
353.357, 0.835997
352.941, 0.835647
352.526, 0.835261
352.113, 0.834822
351.7, 0.83431
351.288, 0.833704
350.877, 0.832985
350.467, 0.832137
350.058, 0.83115
349.65, 0.830022
349.243, 0.828756
348.837, 0.827362
348.432, 0.825853
348.028, 0.824241
347.625, 0.82254
347.222, 0.820759
346.821, 0.8189
346.42, 0.816962
346.021, 0.814937
345.622, 0.812813
345.224, 0.810577
344.828, 0.808218
344.432, 0.805729
344.037, 0.803108
343.643, 0.800364
343.249, 0.797516
342.857, 0.794591
342.466, 0.791626
342.075, 0.788663
341.686, 0.785747
341.297, 0.782924
340.909, 0.780237
340.522, 0.777723
340.136, 0.775413
339.751, 0.773331
339.367, 0.771492
338.983, 0.769907
338.6, 0.768583
338.219, 0.767524
337.838, 0.766733
337.458, 0.766214
337.079, 0.765972
336.7, 0.766012
336.323, 0.766338
335.946, 0.766953
335.57, 0.767853
335.196, 0.76903
334.821, 0.770468
334.448, 0.772141
334.076, 0.774018
333.704, 0.776059
333.333, 0.778221
332.963, 0.780459
332.594, 0.782732
332.226, 0.785001
331.858, 0.787237
331.492, 0.78942
331.126, 0.791537
330.761, 0.793589
330.396, 0.795578
330.033, 0.797516
329.67, 0.799414
329.308, 0.801282
328.947, 0.803125
328.587, 0.804945
328.228, 0.806734
327.869, 0.80848
327.511, 0.810167
327.154, 0.811774
326.797, 0.813281
326.442, 0.814672
326.087, 0.815934
325.733, 0.817064
325.38, 0.818062
325.027, 0.818939
324.675, 0.819707
324.324, 0.820385
323.974, 0.820989
323.625, 0.821535
323.276, 0.822033
322.928, 0.822488
322.581, 0.822898
322.234, 0.823255
321.888, 0.823547
321.543, 0.823758
321.199, 0.823873
320.856, 0.82388
320.513, 0.823772
320.171, 0.823546
319.829, 0.823208
319.489, 0.822767
319.149, 0.822236
318.81, 0.821633
318.471, 0.82097
318.134, 0.82026
317.797, 0.819509
317.46, 0.818717
317.125, 0.817877
316.79, 0.816977
316.456, 0.816001
316.122, 0.814931
315.789, 0.81375
315.457, 0.812447
315.126, 0.811014
314.795, 0.809451
314.465, 0.807764
314.136, 0.805964
313.808, 0.804069
313.48, 0.802095
313.152, 0.800056
312.826, 0.797965
312.5, 0.795826
312.175, 0.793638
311.85, 0.791391
311.526, 0.789072
311.203, 0.786662
310.881, 0.784142
310.559, 0.781494
310.238, 0.778706
309.917, 0.775772
309.598, 0.772695
309.278, 0.769482
308.96, 0.766151
308.642, 0.762721
308.325, 0.759215
308.008, 0.755652
307.692, 0.752048
307.377, 0.748412
307.062, 0.744748
306.748, 0.741049
306.435, 0.737305
306.122, 0.7335
305.81, 0.729618
305.499, 0.725645
305.188, 0.721572
304.878, 0.717396
304.569, 0.713123
304.26, 0.708768
303.951, 0.704349
303.644, 0.699891
303.337, 0.69542
303.03, 0.690961
302.725, 0.686531
302.419, 0.682144
302.115, 0.677805
301.811, 0.673509
301.508, 0.669249
301.205, 0.665009
300.903, 0.660776
300.601, 0.656537
300.3, 0.652285
300, 0.648019



