

lambda(nm), Y
702.576, 0.937642
700.935, 0.937335
699.301, 0.936937
697.674, 0.936456
696.056, 0.935898
694.444, 0.935275
692.841, 0.9346
691.244, 0.933888
689.655, 0.933155
688.073, 0.932415
686.499, 0.931684
684.932, 0.930975
683.371, 0.930298
681.818, 0.929663
680.272, 0.929075
678.733, 0.928536
677.201, 0.928046
675.676, 0.9276
674.157, 0.927192
672.646, 0.926813
671.141, 0.926453
669.643, 0.926098
668.151, 0.925738
666.667, 0.925358
665.188, 0.924949
663.717, 0.924498
662.252, 0.923998
660.793, 0.923443
659.341, 0.922828
657.895, 0.922153
656.455, 0.921419
655.022, 0.920629
653.595, 0.91979
652.174, 0.91891
650.759, 0.917998
649.351, 0.917062
647.948, 0.916115
646.552, 0.915164
645.161, 0.914218
643.777, 0.913286
642.398, 0.912372
641.026, 0.91148
639.659, 0.910611
638.298, 0.909764
636.943, 0.908936
635.593, 0.908122
634.249, 0.907314
632.911, 0.906504
631.579, 0.905684
630.252, 0.904843
628.931, 0.903972
627.615, 0.903062
626.305, 0.902105
625, 0.901094
623.701, 0.900025
622.407, 0.898894
621.118, 0.8977
619.835, 0.896444
618.557, 0.895129
617.284, 0.893758
616.016, 0.892337
614.754, 0.890873
613.497, 0.889372
612.245, 0.887842
610.998, 0.886289
609.756, 0.884719
608.519, 0.883136
607.287, 0.881545
606.061, 0.879948
604.839, 0.878343
603.622, 0.876731
602.41, 0.875107
601.202, 0.873466
600, 0.871804
598.802, 0.870112
597.61, 0.868384
596.421, 0.86661
595.238, 0.864784
594.059, 0.862898
592.885, 0.860946
591.716, 0.858922
590.551, 0.856822
589.391, 0.854644
588.235, 0.852386
587.084, 0.850049
585.938, 0.847635
584.795, 0.845146
583.658, 0.842586
582.524, 0.839959
581.395, 0.837271
580.271, 0.834524
579.151, 0.831724
578.035, 0.828873
576.923, 0.825974
575.816, 0.823026
574.713, 0.820031
573.614, 0.816984
572.519, 0.813883
571.429, 0.810722
570.342, 0.807494
569.26, 0.804192
568.182, 0.800807
567.108, 0.797329
566.038, 0.793749
564.972, 0.790058
563.91, 0.786247
562.852, 0.782306
561.798, 0.77823
560.748, 0.774012
559.701, 0.769646
558.659, 0.76513
557.621, 0.76046
556.586, 0.755637
555.556, 0.750658
554.529, 0.745527
553.506, 0.740242
552.486, 0.734808
551.471, 0.729224
550.459, 0.723492
549.451, 0.717614
548.446, 0.711589
547.445, 0.705416
546.448, 0.699092
545.455, 0.692616
544.465, 0.685981
543.478, 0.679183
542.495, 0.672215
541.516, 0.665068
540.541, 0.657735
539.568, 0.650208
538.6, 0.642477
537.634, 0.634534
536.673, 0.626372
535.714, 0.617984
534.759, 0.609363
533.808, 0.600505
532.86, 0.591408
531.915, 0.582068
530.973, 0.572488
530.035, 0.562668
529.101, 0.552611
528.169, 0.542322
527.241, 0.531808
526.316, 0.521076
525.394, 0.510133
524.476, 0.498991
523.56, 0.487659
522.648, 0.476147
521.739, 0.464469
520.833, 0.452635
519.931, 0.440659
519.031, 0.428555
518.135, 0.416337
517.241, 0.404022
516.351, 0.391625
515.464, 0.379166
514.58, 0.366665
513.699, 0.354142
512.821, 0.341623
511.945, 0.329134
511.073, 0.316704
510.204, 0.304363
509.338, 0.292146
508.475, 0.280088
507.614, 0.268228
506.757, 0.256606
505.902, 0.245265
505.051, 0.234247
504.202, 0.223597
503.356, 0.213359
502.513, 0.203578
501.672, 0.194297
500.835, 0.185559
500, 0.177403
499.168, 0.169868
498.339, 0.162989
497.512, 0.156798
496.689, 0.151321
495.868, 0.146583
495.05, 0.142603
494.234, 0.139396
493.421, 0.136971
492.611, 0.135335
491.803, 0.134488
490.998, 0.134426
490.196, 0.135143
489.396, 0.136626
488.599, 0.13886
487.805, 0.141826
487.013, 0.145501
486.224, 0.149862
485.437, 0.154881
484.653, 0.160528
483.871, 0.166772
483.092, 0.173581
482.315, 0.180921
481.541, 0.188755
480.769, 0.19705
480, 0.205767
479.233, 0.21487
478.469, 0.224323
477.707, 0.234088
476.948, 0.24413
476.19, 0.254411
475.436, 0.264897
474.684, 0.275553
473.934, 0.286345
473.186, 0.297241
472.441, 0.308211
471.698, 0.319226
470.958, 0.330257
470.219, 0.34128
469.484, 0.352271
468.75, 0.363209
468.019, 0.374076
467.29, 0.384853
466.563, 0.395527
465.839, 0.406084
465.116, 0.416515
464.396, 0.426811
463.679, 0.436963
462.963, 0.446968
462.25, 0.45682
461.538, 0.466517
460.829, 0.476056
460.123, 0.485435
459.418, 0.494654
458.716, 0.50371
458.015, 0.512603
457.317, 0.521333
456.621, 0.529898
455.927, 0.538297
455.235, 0.546528
454.545, 0.554591
453.858, 0.562483
453.172, 0.570204
452.489, 0.577752
451.807, 0.585126
451.128, 0.592325
450.45, 0.599349
449.775, 0.606199
449.102, 0.612876
448.43, 0.619381
447.761, 0.625717
447.094, 0.631887
446.429, 0.637895
445.765, 0.643744
445.104, 0.649441
444.444, 0.65499
443.787, 0.660396
443.131, 0.665665
442.478, 0.670801
441.826, 0.675811
441.176, 0.680698
440.529, 0.685466
439.883, 0.690119
439.239, 0.694659
438.596, 0.699088
437.956, 0.703407
437.318, 0.707618
436.681, 0.71172
436.047, 0.715713
435.414, 0.719596
434.783, 0.72337
434.153, 0.727033
433.526, 0.730587
432.9, 0.73403
432.277, 0.737365
431.655, 0.740592
431.034, 0.743716
430.416, 0.746738
429.799, 0.749665
429.185, 0.7525
428.571, 0.75525
427.96, 0.757922
427.35, 0.760522
426.743, 0.763058
426.136, 0.765538
425.532, 0.767968
424.929, 0.770356
424.328, 0.772708
423.729, 0.775029
423.131, 0.777324
422.535, 0.779597
421.941, 0.781849
421.348, 0.784082
420.757, 0.786295
420.168, 0.788489
419.58, 0.790659
418.994, 0.792804
418.41, 0.794919
417.827, 0.796999
417.246, 0.799041
416.667, 0.801039
416.089, 0.802988
415.512, 0.804884
414.938, 0.806723
414.365, 0.8085
413.793, 0.810213
413.223, 0.81186
412.655, 0.813439
412.088, 0.814949
411.523, 0.816389
410.959, 0.817761
410.397, 0.819064
409.836, 0.8203
409.277, 0.821469
408.719, 0.822574
408.163, 0.823614
407.609, 0.82459
407.056, 0.825504
406.504, 0.826355
405.954, 0.827143
405.405, 0.827868
404.858, 0.82853
404.313, 0.829128
403.769, 0.829663
403.226, 0.830133
402.685, 0.83054
402.145, 0.830885
401.606, 0.831171
401.07, 0.831399
400.534, 0.831577
400, 0.831708
399.467, 0.831801
398.936, 0.831865
398.406, 0.831908
397.878, 0.831944
397.351, 0.831984
396.825, 0.832041
396.301, 0.832129
395.778, 0.832262
395.257, 0.832453
394.737, 0.832715
394.218, 0.83306
393.701, 0.8335
393.185, 0.834042
392.67, 0.834694
392.157, 0.83546
391.645, 0.836344
391.134, 0.837344
390.625, 0.838459
390.117, 0.839683
389.61, 0.84101
389.105, 0.842429
388.601, 0.84393
388.098, 0.845501
387.597, 0.847127
387.097, 0.848794
386.598, 0.850489
386.1, 0.852197
385.604, 0.853904
385.109, 0.855598
384.615, 0.857268
384.123, 0.858905
383.632, 0.8605
383.142, 0.862047
382.653, 0.863543
382.166, 0.864986
381.679, 0.866375
381.194, 0.867711
380.711, 0.868998
380.228, 0.870238
379.747, 0.871438
379.267, 0.872601
378.788, 0.873732
378.31, 0.874838
377.834, 0.875922
377.358, 0.876988
376.884, 0.878039
376.412, 0.879077
375.94, 0.880103
375.469, 0.881117
375, 0.882118
374.532, 0.883102
374.065, 0.884068
373.599, 0.88501
373.134, 0.885927
372.671, 0.886813
372.208, 0.887664
371.747, 0.888477
371.287, 0.889248
370.828, 0.889976
370.37, 0.89066
369.914, 0.891298
369.458, 0.891891
369.004, 0.892442
368.55, 0.892953
368.098, 0.893428
367.647, 0.89387
367.197, 0.894285
366.748, 0.894678
366.3, 0.895053
365.854, 0.895416
365.408, 0.89577
364.964, 0.896119
364.52, 0.896466
364.078, 0.896813
363.636, 0.89716
363.196, 0.897506
362.757, 0.897851
362.319, 0.89819
361.882, 0.898522
361.446, 0.89884
361.011, 0.89914
360.577, 0.899416
360.144, 0.899663
359.712, 0.899874
359.281, 0.900046
358.852, 0.900173
358.423, 0.900252
357.995, 0.900279
357.569, 0.900253
357.143, 0.900172
356.718, 0.900038
356.295, 0.899851
355.872, 0.899613
355.45, 0.899327
355.03, 0.898997
354.61, 0.898626
354.191, 0.898218
353.774, 0.897775
353.357, 0.897302
352.941, 0.8968
352.526, 0.896271
352.113, 0.895714
351.7, 0.895128
351.288, 0.89451
350.877, 0.893857
350.467, 0.893163
350.058, 0.892421
349.65, 0.891625
349.243, 0.890765
348.837, 0.889834
348.432, 0.888822
348.028, 0.887721
347.625, 0.886522
347.222, 0.885219
346.821, 0.883805
346.42, 0.882276
346.021, 0.88063
345.622, 0.878868
345.224, 0.87699
344.828, 0.875003
344.432, 0.872914
344.037, 0.870733
343.643, 0.868471
343.249, 0.866145
342.857, 0.863771
342.466, 0.861368
342.075, 0.858957
341.686, 0.856558
341.297, 0.854195
340.909, 0.851891
340.522, 0.849666
340.136, 0.847546
339.751, 0.845549
339.367, 0.843697
338.983, 0.842008
338.6, 0.8405
338.219, 0.839186
337.838, 0.838078
337.458, 0.837187
337.079, 0.83652
336.7, 0.836081
336.323, 0.835872
335.946, 0.835892
335.57, 0.836138
335.196, 0.836604
334.821, 0.837282
334.448, 0.838161
334.076, 0.83923
333.704, 0.840474
333.333, 0.841879
332.963, 0.843428
332.594, 0.845104
332.226, 0.846889
331.858, 0.848765
331.492, 0.850712
331.126, 0.852714
330.761, 0.854751
330.396, 0.856807
330.033, 0.858864
329.67, 0.860908
329.308, 0.862924
328.947, 0.864898
328.587, 0.866819
328.228, 0.868678
327.869, 0.870465
327.511, 0.872174
327.154, 0.873801
326.797, 0.875341
326.442, 0.876793
326.087, 0.878157
325.733, 0.879434
325.38, 0.880626
325.027, 0.881737
324.675, 0.882771
324.324, 0.883733
323.974, 0.884628
323.625, 0.885463
323.276, 0.886241
322.928, 0.88697
322.581, 0.887653
322.234, 0.888294
321.888, 0.888897
321.543, 0.889465
321.199, 0.889999
320.856, 0.8905
320.513, 0.890968
320.171, 0.891401
319.829, 0.891798
319.489, 0.892156
319.149, 0.892472
318.81, 0.892742
318.471, 0.892964
318.134, 0.893133
317.797, 0.893246
317.46, 0.893301
317.125, 0.893295
316.79, 0.893225
316.456, 0.893092
316.122, 0.892894
315.789, 0.892634
315.457, 0.892311
315.126, 0.891929
314.795, 0.89149
314.465, 0.890998
314.136, 0.890456
313.808, 0.889869
313.48, 0.88924
313.152, 0.888573
312.826, 0.887871
312.5, 0.887138
312.175, 0.886375
311.85, 0.885583
311.526, 0.884764
311.203, 0.883917
310.881, 0.883039
310.559, 0.882129
310.238, 0.881184
309.917, 0.8802
309.598, 0.879172
309.278, 0.878096
308.96, 0.876968
308.642, 0.875782
308.325, 0.874535
308.008, 0.873223
307.692, 0.871842
307.377, 0.87039
307.062, 0.868867
306.748, 0.867271
306.435, 0.865604
306.122, 0.863867
305.81, 0.862064
305.499, 0.860198
305.188, 0.858273
304.878, 0.856295
304.569, 0.854269
304.26, 0.852201
303.951, 0.850095
303.644, 0.847959
303.337, 0.845795
303.03, 0.84361
302.725, 0.841405
302.419, 0.839185
302.115, 0.83695
301.811, 0.834702
301.508, 0.832441
301.205, 0.830167
300.903, 0.827878
300.601, 0.825573
300.3, 0.82325
300, 0.820908



