

lambda(nm), Y
562.852, 0.148668
561.798, 0.140884
560.748, 0.133304
559.701, 0.125944
558.659, 0.118816
557.621, 0.111936
556.586, 0.10532
555.556, 0.0989826
554.529, 0.0929382
553.506, 0.0872
552.486, 0.0817798
551.471, 0.0766874
550.459, 0.0719315
549.451, 0.0675191
548.446, 0.0634562
547.445, 0.059748
546.448, 0.0563993
545.455, 0.0534147
544.465, 0.0507988
543.478, 0.0485562
542.495, 0.0466912
541.516, 0.0452078
540.541, 0.0441093
539.568, 0.0433978
538.6, 0.043074
537.634, 0.043137
536.673, 0.0435841
535.714, 0.0444112
534.759, 0.0456123
533.808, 0.0471805
532.86, 0.0491078
531.915, 0.0513859
530.973, 0.0540061
530.035, 0.05696
529.101, 0.060239
528.169, 0.0638349
527.241, 0.0677394
526.316, 0.071944
525.394, 0.0764399
524.476, 0.0812173
523.56, 0.0862655
522.648, 0.0915729
521.739, 0.0971269
520.833, 0.102914
519.931, 0.10892
519.031, 0.11513
518.135, 0.12153
517.241, 0.128106
516.351, 0.134846
515.464, 0.141737
514.58, 0.148768
513.699, 0.155929
512.821, 0.163211
511.945, 0.170605
511.073, 0.178103
510.204, 0.185694
509.338, 0.19337
508.475, 0.201121
507.614, 0.208935
506.757, 0.216802
505.902, 0.224711
505.051, 0.23265
504.202, 0.240608
503.356, 0.248577
502.513, 0.256546
501.672, 0.264509
500.835, 0.272461
500, 0.280396
499.168, 0.28831
498.339, 0.296202
497.512, 0.304067
496.689, 0.311904
495.868, 0.319708
495.05, 0.327475
494.234, 0.3352
493.421, 0.342878
492.611, 0.350503
491.803, 0.358068
490.998, 0.365568
490.196, 0.372997
489.396, 0.380352
488.599, 0.387629
487.805, 0.394828
487.013, 0.401949
486.224, 0.408992
485.437, 0.415958
484.653, 0.422851
483.871, 0.429669
483.092, 0.436416
482.315, 0.44309
481.541, 0.44969
480.769, 0.456215
480, 0.462661
479.233, 0.469025
478.469, 0.475304
477.707, 0.481495
476.948, 0.487597
476.19, 0.493608
475.436, 0.499529
474.684, 0.505361
473.934, 0.511108
473.186, 0.516772
472.441, 0.522358
471.698, 0.527868
470.958, 0.533305
470.219, 0.538672
469.484, 0.543968
468.75, 0.549194
468.019, 0.554349
467.29, 0.559429
466.563, 0.564433
465.839, 0.569358
465.116, 0.574203
464.396, 0.578968
463.679, 0.583652
462.963, 0.588258
462.25, 0.592789
461.538, 0.597247
460.829, 0.601638
460.123, 0.605964
459.418, 0.610231
458.716, 0.614439
458.015, 0.618592
457.317, 0.622689
456.621, 0.626729
455.927, 0.630711
455.235, 0.634633
454.545, 0.638492
453.858, 0.642287
453.172, 0.646016
452.489, 0.64968
451.807, 0.65328
451.128, 0.656818
450.45, 0.660297
449.775, 0.663721
449.102, 0.667094
448.43, 0.67042
447.761, 0.673702
447.094, 0.676941
446.429, 0.680139
445.765, 0.683295
445.104, 0.686408
444.444, 0.689475
443.787, 0.692495
443.131, 0.695464
442.478, 0.698382
441.826, 0.701248
441.176, 0.704062
440.529, 0.706825
439.883, 0.709541
439.239, 0.712212
438.596, 0.714842
437.956, 0.717435
437.318, 0.719994
436.681, 0.722521
436.047, 0.725018
435.414, 0.727484
434.783, 0.729919
434.153, 0.73232
433.526, 0.734684
432.9, 0.73701
432.277, 0.739295
431.655, 0.741537
431.034, 0.743736
430.416, 0.745894
429.799, 0.74801
429.185, 0.75009
428.571, 0.752135
427.96, 0.754149
427.35, 0.756135
426.743, 0.758096
426.136, 0.760033
425.532, 0.761946
424.929, 0.763835
424.328, 0.765698
423.729, 0.767531
423.131, 0.769333
422.535, 0.771101
421.941, 0.772832
421.348, 0.774525
420.757, 0.776179
420.168, 0.777797
419.58, 0.779379
418.994, 0.780928
418.41, 0.782446
417.827, 0.783938
417.246, 0.785405
416.667, 0.786848
416.089, 0.788268
415.512, 0.789664
414.938, 0.791035
414.365, 0.792376
413.793, 0.793686
413.223, 0.79496
412.655, 0.796195
412.088, 0.797389
411.523, 0.79854
410.959, 0.799647
410.397, 0.800712
409.836, 0.801734
409.277, 0.802717
408.719, 0.803661
408.163, 0.804569
407.609, 0.80544
407.056, 0.806275
406.504, 0.807072
405.954, 0.807828
405.405, 0.808539
404.858, 0.809202
404.313, 0.809811
403.769, 0.810361
403.226, 0.810849
402.685, 0.81127
402.145, 0.811624
401.606, 0.811908
401.07, 0.812123
400.534, 0.812269
400, 0.812349
399.467, 0.812365
398.936, 0.812318
398.406, 0.812209
397.878, 0.812042
397.351, 0.811817
396.825, 0.811535
396.301, 0.811198
395.778, 0.81081
395.257, 0.810375
394.737, 0.809898
394.218, 0.80939
393.701, 0.80886
393.185, 0.808324
392.67, 0.807798
392.157, 0.8073
391.645, 0.80685
391.134, 0.806467
390.625, 0.80617
390.117, 0.805978
389.61, 0.805906
389.105, 0.805965
388.601, 0.806165
388.098, 0.806511
387.597, 0.807003
387.097, 0.807639
386.598, 0.808414
386.1, 0.809319
385.604, 0.810346
385.109, 0.811482
384.615, 0.812718
384.123, 0.81404
383.632, 0.815437
383.142, 0.816899
382.653, 0.818414
382.166, 0.819971
381.679, 0.821562
381.194, 0.823176
380.711, 0.824804
380.228, 0.826436
379.747, 0.828064
379.267, 0.829681
378.788, 0.831278
378.31, 0.832851
377.834, 0.834392
377.358, 0.835901
376.884, 0.837373
376.412, 0.83881
375.94, 0.84021
375.469, 0.841575
375, 0.842908
374.532, 0.844209
374.065, 0.845482
373.599, 0.846726
373.134, 0.847943
372.671, 0.849132
372.208, 0.850292
371.747, 0.851421
371.287, 0.852517
370.828, 0.853577
370.37, 0.854601
369.914, 0.855587
369.458, 0.856534
369.004, 0.857443
368.55, 0.858315
368.098, 0.859153
367.647, 0.859959
367.197, 0.860736
366.748, 0.861487
366.3, 0.862213
365.854, 0.862916
365.408, 0.863596
364.964, 0.864252
364.52, 0.864884
364.078, 0.865488
363.636, 0.866062
363.196, 0.866604
362.757, 0.867112
362.319, 0.867583
361.882, 0.868018
361.446, 0.868417
361.011, 0.86878
360.577, 0.869108
360.144, 0.869404
359.712, 0.86967
359.281, 0.869906
358.852, 0.870114
358.423, 0.870292
357.995, 0.870441
357.569, 0.870556
357.143, 0.870636
356.718, 0.870677
356.295, 0.870674
355.872, 0.870623
355.45, 0.870522
355.03, 0.870367
354.61, 0.870155
354.191, 0.869887
353.774, 0.86956
353.357, 0.869175
352.941, 0.868732
352.526, 0.868231
352.113, 0.86767
351.7, 0.867049
351.288, 0.866364
350.877, 0.865613
350.467, 0.864792
350.058, 0.863896
349.65, 0.86292
349.243, 0.861859
348.837, 0.86071
348.432, 0.859469
348.028, 0.858135
347.625, 0.856707
347.222, 0.855186
346.821, 0.853577
346.42, 0.851884
346.021, 0.850113
345.622, 0.848271
345.224, 0.846367
344.828, 0.844411
344.432, 0.842413
344.037, 0.840384
343.643, 0.838337
343.249, 0.836285
342.857, 0.834243
342.466, 0.832227
342.075, 0.830253
341.686, 0.828342
341.297, 0.826511
340.909, 0.824781
340.522, 0.823172
340.136, 0.821704
339.751, 0.820394
339.367, 0.819258
338.983, 0.81831
338.6, 0.817561
338.219, 0.817016
337.838, 0.81668
337.458, 0.816551
337.079, 0.816628
336.7, 0.816903
336.323, 0.817367
335.946, 0.818011
335.57, 0.818823
335.196, 0.819791
334.821, 0.820902
334.448, 0.822143
334.076, 0.823501
333.704, 0.824964
333.333, 0.826519
332.963, 0.828151
332.594, 0.829848
332.226, 0.831594
331.858, 0.833376
331.492, 0.835179
331.126, 0.836987
330.761, 0.838788
330.396, 0.840567
330.033, 0.842313
329.67, 0.844017
329.308, 0.845671
328.947, 0.847269
328.587, 0.848808
328.228, 0.850287
327.869, 0.851706
327.511, 0.853065
327.154, 0.854367
326.797, 0.855611
326.442, 0.856799
326.087, 0.857929
325.733, 0.859
325.38, 0.860008
325.027, 0.86095
324.675, 0.86182
324.324, 0.862615
323.974, 0.86333
323.625, 0.863964
323.276, 0.864515
322.928, 0.864984
322.581, 0.865375
322.234, 0.865691
321.888, 0.865938
321.543, 0.866123
321.199, 0.866252
320.856, 0.866331
320.513, 0.866363
320.171, 0.866352
319.829, 0.866297
319.489, 0.866199
319.149, 0.866054
318.81, 0.865857
318.471, 0.865604
318.134, 0.86529
317.797, 0.86491
317.46, 0.864462
317.125, 0.863943
316.79, 0.863354
316.456, 0.862697
316.122, 0.861974
315.789, 0.86119
315.457, 0.860349
315.126, 0.859455
314.795, 0.858512
314.465, 0.857519
314.136, 0.856478
313.808, 0.855387
313.48, 0.854241
313.152, 0.853037
312.826, 0.851769
312.5, 0.850432
312.175, 0.84902
311.85, 0.847531
311.526, 0.845962
311.203, 0.844312
310.881, 0.842582
310.559, 0.840776
310.238, 0.838895
309.917, 0.836943
309.598, 0.834926
309.278, 0.832844
308.96, 0.8307
308.642, 0.828496
308.325, 0.826229
308.008, 0.823898
307.692, 0.821499
307.377, 0.819031
307.062, 0.816489
306.748, 0.813872
306.435, 0.811178
306.122, 0.808408
305.81, 0.805564
305.499, 0.80265
305.188, 0.79967
304.878, 0.796632
304.569, 0.79354
304.26, 0.790401
303.951, 0.787221
303.644, 0.784003
303.337, 0.780752
303.03, 0.777468
302.725, 0.774152
302.419, 0.770805
302.115, 0.767427
301.811, 0.764018
301.508, 0.760579
301.205, 0.757113
300.903, 0.753624
300.601, 0.750119
300.3, 0.746605
300, 0.74309



