

lambda(nm), Y
641.026, 0.818307
639.659, 0.816745
638.298, 0.815136
636.943, 0.813476
635.593, 0.811759
634.249, 0.809986
632.911, 0.808156
631.579, 0.806274
630.252, 0.804346
628.931, 0.802379
627.615, 0.800382
626.305, 0.798363
625, 0.79633
623.701, 0.794292
622.407, 0.792253
621.118, 0.790217
619.835, 0.788185
618.557, 0.786158
617.284, 0.784131
616.016, 0.782099
614.754, 0.780055
613.497, 0.777992
612.245, 0.775901
610.998, 0.773774
609.756, 0.771603
608.519, 0.769381
607.287, 0.767105
606.061, 0.76477
604.839, 0.762376
603.622, 0.759925
602.41, 0.75742
601.202, 0.754865
600, 0.752267
598.802, 0.749632
597.61, 0.746968
596.421, 0.744279
595.238, 0.741574
594.059, 0.738854
592.885, 0.736123
591.716, 0.733381
590.551, 0.730627
589.391, 0.727858
588.235, 0.725069
587.084, 0.722255
585.938, 0.719407
584.795, 0.71652
583.658, 0.713586
582.524, 0.710599
581.395, 0.707554
580.271, 0.704446
579.151, 0.701274
578.035, 0.698037
576.923, 0.694737
575.816, 0.691376
574.713, 0.687957
573.614, 0.684487
572.519, 0.68097
571.429, 0.677412
570.342, 0.673819
569.26, 0.670193
568.182, 0.666538
567.108, 0.662857
566.038, 0.659148
564.972, 0.655411
563.91, 0.651643
562.852, 0.647838
561.798, 0.643993
560.748, 0.640102
559.701, 0.636157
558.659, 0.632155
557.621, 0.628088
556.586, 0.623954
555.556, 0.619749
554.529, 0.615471
553.506, 0.611121
552.486, 0.606699
551.471, 0.602208
550.459, 0.597651
549.451, 0.593033
548.446, 0.588358
547.445, 0.58363
546.448, 0.578855
545.455, 0.574035
544.465, 0.569173
543.478, 0.564271
542.495, 0.559328
541.516, 0.554343
540.541, 0.549315
539.568, 0.54424
538.6, 0.539113
537.634, 0.533931
536.673, 0.528689
535.714, 0.523382
534.759, 0.518007
533.808, 0.512562
532.86, 0.507044
531.915, 0.501452
530.973, 0.495787
530.035, 0.490051
529.101, 0.484247
528.169, 0.478379
527.241, 0.472449
526.316, 0.466464
525.394, 0.460428
524.476, 0.454345
523.56, 0.448218
522.648, 0.442052
521.739, 0.435847
520.833, 0.429606
519.931, 0.423329
519.031, 0.417014
518.135, 0.410661
517.241, 0.404268
516.351, 0.397832
515.464, 0.391353
514.58, 0.384828
513.699, 0.378255
512.821, 0.371636
511.945, 0.364969
511.073, 0.358257
510.204, 0.351503
509.338, 0.344708
508.475, 0.337879
507.614, 0.33102
506.757, 0.324137
505.902, 0.317235
505.051, 0.310321
504.202, 0.3034
503.356, 0.296478
502.513, 0.28956
501.672, 0.282649
500.835, 0.275751
500, 0.268866
499.168, 0.261999
498.339, 0.255151
497.512, 0.248323
496.689, 0.241518
495.868, 0.234736
495.05, 0.22798
494.234, 0.221252
493.421, 0.214556
492.611, 0.207895
491.803, 0.201273
490.998, 0.194696
490.196, 0.188171
489.396, 0.181703
488.599, 0.1753
487.805, 0.168969
487.013, 0.162718
486.224, 0.156554
485.437, 0.150484
484.653, 0.144516
483.871, 0.138655
483.092, 0.132907
482.315, 0.127279
481.541, 0.121773
480.769, 0.116396
480, 0.11115
479.233, 0.106039
478.469, 0.101067
477.707, 0.0962376
476.948, 0.0915538
476.19, 0.0870198
475.436, 0.0826396
474.684, 0.0784178
473.934, 0.0743592
473.186, 0.070469
472.441, 0.0667526
471.698, 0.0632153
470.958, 0.0598628
470.219, 0.0567002
469.484, 0.0537326
468.75, 0.0509647
468.019, 0.0484006
467.29, 0.0460437
466.563, 0.043897
465.839, 0.0419626
465.116, 0.0402421
464.396, 0.0387364
463.679, 0.0374462
462.963, 0.0363714
462.25, 0.0355117
461.538, 0.0348669
460.829, 0.0344364
460.123, 0.0342198
459.418, 0.0342165
458.716, 0.0344263
458.015, 0.0348489
457.317, 0.035484
456.621, 0.0363316
455.927, 0.0373912
455.235, 0.0386624
454.545, 0.0401444
453.858, 0.0418359
453.172, 0.0437355
452.489, 0.0458407
451.807, 0.0481489
451.128, 0.0506566
450.45, 0.0533598
449.775, 0.056254
449.102, 0.0593342
448.43, 0.0625952
447.761, 0.0660314
447.094, 0.0696372
446.429, 0.0734071
445.765, 0.0773355
445.104, 0.0814174
444.444, 0.0856478
443.787, 0.0900221
443.131, 0.0945361
442.478, 0.0991859
441.826, 0.103968
441.176, 0.108878
440.529, 0.113912
439.883, 0.119068
439.239, 0.124341
438.596, 0.129727
437.956, 0.135221
437.318, 0.140818
436.681, 0.146513
436.047, 0.1523
435.414, 0.158172
434.783, 0.164124
434.153, 0.170148
433.526, 0.176238
432.9, 0.182387
432.277, 0.188589
431.655, 0.194838
431.034, 0.201129
430.416, 0.207456
429.799, 0.213817
429.185, 0.220207
428.571, 0.226624
427.96, 0.233064
427.35, 0.239526
426.743, 0.246008
426.136, 0.252508
425.532, 0.259025
424.929, 0.265557
424.328, 0.2721
423.729, 0.278654
423.131, 0.285213
422.535, 0.291776
421.941, 0.298337
421.348, 0.304892
420.757, 0.311438
420.168, 0.317968
419.58, 0.324479
418.994, 0.330966
418.41, 0.337424
417.827, 0.343851
417.246, 0.350242
416.667, 0.356597
416.089, 0.362913
415.512, 0.36919
414.938, 0.375427
414.365, 0.381624
413.793, 0.387783
413.223, 0.393904
412.655, 0.399989
412.088, 0.406038
411.523, 0.412051
410.959, 0.41803
410.397, 0.423974
409.836, 0.429881
409.277, 0.435751
408.719, 0.441581
408.163, 0.447368
407.609, 0.45311
407.056, 0.458804
406.504, 0.464446
405.954, 0.470034
405.405, 0.475564
404.858, 0.481035
404.313, 0.486445
403.769, 0.491792
403.226, 0.497078
402.685, 0.502302
402.145, 0.507465
401.606, 0.51257
401.07, 0.517618
400.534, 0.522612
400, 0.527554
399.467, 0.532446
398.936, 0.537291
398.406, 0.542089
397.878, 0.546841
397.351, 0.551546
396.825, 0.556205
396.301, 0.560816
395.778, 0.565377
395.257, 0.569884
394.737, 0.574336
394.218, 0.578729
393.701, 0.583061
393.185, 0.587328
392.67, 0.591528
392.157, 0.59566
391.645, 0.599723
391.134, 0.603717
390.625, 0.607641
390.117, 0.611497
389.61, 0.615287
389.105, 0.619012
388.601, 0.622674
388.098, 0.626276
387.597, 0.62982
387.097, 0.633306
386.598, 0.636736
386.1, 0.640109
385.604, 0.643425
385.109, 0.646683
384.615, 0.649879
384.123, 0.65301
383.632, 0.656074
383.142, 0.659066
382.653, 0.661981
382.166, 0.664815
381.679, 0.667565
381.194, 0.670226
380.711, 0.672796
380.228, 0.675274
379.747, 0.677656
379.267, 0.679944
378.788, 0.682138
378.31, 0.684238
377.834, 0.686248
377.358, 0.688168
376.884, 0.690002
376.412, 0.691751
375.94, 0.693419
375.469, 0.695007
375, 0.696516
374.532, 0.697948
374.065, 0.6993
373.599, 0.700574
373.134, 0.701766
372.671, 0.702873
372.208, 0.703893
371.747, 0.70482
371.287, 0.70565
370.828, 0.706377
370.37, 0.706995
369.914, 0.707497
369.458, 0.707876
369.004, 0.708125
368.55, 0.708236
368.098, 0.7082
367.647, 0.708007
367.197, 0.70765
366.748, 0.707115
366.3, 0.706394
365.854, 0.705473
365.408, 0.704342
364.964, 0.702988
364.52, 0.7014
364.078, 0.699567
363.636, 0.69748
363.196, 0.695132
362.757, 0.692519
362.319, 0.689639
361.882, 0.686496
361.446, 0.683098
361.011, 0.679459
360.577, 0.675599
360.144, 0.671543
359.712, 0.667322
359.281, 0.662976
358.852, 0.658548
358.423, 0.654086
357.995, 0.649642
357.569, 0.645274
357.143, 0.641038
356.718, 0.636992
356.295, 0.633193
355.872, 0.629694
355.45, 0.626547
355.03, 0.623794
354.61, 0.621472
354.191, 0.619612
353.774, 0.618234
353.357, 0.617347
352.941, 0.616955
352.526, 0.617049
352.113, 0.617611
351.7, 0.618617
351.288, 0.620032
350.877, 0.621818
350.467, 0.62393
350.058, 0.62632
349.65, 0.628938
349.243, 0.631731
348.837, 0.63465
348.432, 0.637646
348.028, 0.640672
347.625, 0.643687
347.222, 0.646653
346.821, 0.649538
346.42, 0.652313
346.021, 0.654956
345.622, 0.65745
345.224, 0.659782
344.828, 0.661943
344.432, 0.66393
344.037, 0.665741
343.643, 0.667378
343.249, 0.668846
342.857, 0.670149
342.466, 0.671297
342.075, 0.672299
341.686, 0.673165
341.297, 0.673906
340.909, 0.674536
340.522, 0.675069
340.136, 0.67552
339.751, 0.675904
339.367, 0.676241
338.983, 0.676547
338.6, 0.676844
338.219, 0.677151
337.838, 0.67749
337.458, 0.677882
337.079, 0.678348
336.7, 0.678907
336.323, 0.679581
335.946, 0.680385
335.57, 0.681336
335.196, 0.682445
334.821, 0.683724
334.448, 0.685178
334.076, 0.686812
333.704, 0.688624
333.333, 0.690611
332.963, 0.692767
332.594, 0.695083
332.226, 0.697547
331.858, 0.700144
331.492, 0.70286
331.126, 0.705679
330.761, 0.708583
330.396, 0.711556
330.033, 0.714582
329.67, 0.717644
329.308, 0.720729
328.947, 0.723823
328.587, 0.726912
328.228, 0.729986
327.869, 0.733034
327.511, 0.736046
327.154, 0.739014
326.797, 0.741929
326.442, 0.744783
326.087, 0.747569
325.733, 0.750277
325.38, 0.7529
325.027, 0.755431
324.675, 0.757862
324.324, 0.760185
323.974, 0.762393
323.625, 0.76448
323.276, 0.766441
322.928, 0.76827
322.581, 0.769965
322.234, 0.771525
321.888, 0.772948
321.543, 0.774237
321.199, 0.775394
320.856, 0.776424
320.513, 0.777331
320.171, 0.778122
319.829, 0.778803
319.489, 0.77938
319.149, 0.77986
318.81, 0.780249
318.471, 0.780551
318.134, 0.780769
317.797, 0.780906
317.46, 0.780962
317.125, 0.780936
316.79, 0.780826
316.456, 0.780628
316.122, 0.780338
315.789, 0.77995
315.457, 0.77946
315.126, 0.778862
314.795, 0.778152
314.465, 0.777324
314.136, 0.776377
313.808, 0.775309
313.48, 0.774119
313.152, 0.772808
312.826, 0.771378
312.5, 0.769834
312.175, 0.768179
311.85, 0.766417
311.526, 0.764555
311.203, 0.762597
310.881, 0.760548
310.559, 0.758411
310.238, 0.756189
309.917, 0.753885
309.598, 0.751498
309.278, 0.749029
308.96, 0.746476
308.642, 0.743836
308.325, 0.741106
308.008, 0.738285
307.692, 0.735368
307.377, 0.732354
307.062, 0.72924
306.748, 0.726028
306.435, 0.722717
306.122, 0.71931
305.81, 0.715811
305.499, 0.712227
305.188, 0.708563
304.878, 0.704829
304.569, 0.701033
304.26, 0.697185
303.951, 0.693294
303.644, 0.68937
303.337, 0.685422
303.03, 0.681457
302.725, 0.677482
302.419, 0.673504
302.115, 0.669525
301.811, 0.665549
301.508, 0.661578
301.205, 0.657612
300.903, 0.653651
300.601, 0.649695
300.3, 0.645745
300, 0.6418



